config_id,category,n_layer,d_model,n_h,n_kv,d_qk,d_v,d_mlp,decode_tok_s,ttft_ms,tpot_ms,duration_s,baseline_power_w,active_power_w,peak_power_w,dynamic_power_w,total_energy_j,dynamic_energy_per_token_mj,temp_cpu_start_c,temp_cpu_end_c,cooling_state,cpu_freq_mhz,voltage_v,notes
RND_0827,Random_50M_150M,21,608,4,1,32,16,2656,12.3200,2242.00,81.17,4.7582,0.2695,0.5760,0.9968,0.3064,2.7406,45.5658,39.8,40.5,0,1900.8,4.173,
RND_0828,Random_50M_150M,25,608,16,16,16,32,1440,13.2300,1996.00,75.59,4.3392,0.2539,0.5515,0.8158,0.2976,2.3930,40.3489,39.8,40.9,0,1900.8,4.165,
RND_0829,Random_50M_150M,27,512,16,2,16,64,2208,11.5800,2393.00,86.36,5.0700,0.2374,0.6126,0.9276,0.3752,3.1060,59.4439,39.5,39.8,0,1900.8,4.163,
RND_0830,Random_50M_150M,7,640,16,16,48,32,1056,28.8600,591.00,34.65,1.6652,0.2655,0.7088,0.8870,0.4433,1.1802,23.0668,39.8,41.2,0,1900.8,4.150,
RND_0831,Random_50M_150M,11,416,16,1,32,16,1856,31.4700,629.00,31.78,1.6141,0.2817,0.4448,0.7040,0.1631,0.7179,8.2259,39.8,39.8,0,1900.8,4.157,
RND_0832,Random_50M_150M,24,512,1,1,48,32,2592,12.8800,1991.00,77.64,4.3978,0.3373,0.7015,0.9517,0.3642,3.0851,50.0568,39.8,40.2,0,1900.8,4.148,
RND_0833,Random_50M_150M,9,416,16,2,64,32,2208,29.8400,649.00,33.51,1.6879,0.2870,0.4557,0.7527,0.1688,0.7692,8.9010,39.5,40.2,0,1900.8,4.143,
RND_0834,Random_50M_150M,27,608,1,1,48,32,1664,14.1800,1830.00,70.52,4.0162,0.2867,0.5536,0.9296,0.2669,2.2232,33.4955,38.8,39.5,0,1900.8,4.138,
RND_0835,Random_50M_150M,23,448,4,1,48,48,2400,15.6200,1812.00,64.02,3.7966,0.2716,0.5725,0.9810,0.3009,2.1736,35.6983,34.0,34.4,0,1900.8,4.406,
RND_0836,Random_50M_150M,22,448,8,1,64,48,2208,15.5700,1578.00,64.23,3.5690,0.2405,0.5602,0.8254,0.3198,1.9995,35.6659,34.4,34.7,0,1900.8,4.410,
RND_0837,Random_50M_150M,7,576,16,4,16,16,2496,10.1700,619.00,98.33,3.6672,0.2530,0.5594,0.8155,0.3064,2.0513,35.1125,34.4,34.7,0,1900.8,4.408,
RND_0838,Random_50M_150M,24,320,12,12,48,32,1728,7.3900,978.00,135.32,5.1729,0.2798,0.6395,0.8888,0.3596,3.3078,58.1316,35.1,35.4,0,1900.8,4.398,
RND_0839,Random_50M_150M,25,384,12,3,64,64,1376,17.1600,1346.00,58.28,3.1525,0.2315,0.5874,0.8694,0.3559,1.8519,35.0656,35.4,36.1,0,1900.8,4.397,
RND_0840,Random_50M_150M,18,480,2,2,16,48,1888,20.3400,1081.00,49.16,2.6051,0.2486,0.5356,0.7728,0.2870,1.3953,23.3656,36.4,35.7,0,1900.8,4.396,
RND_0841,Random_50M_150M,20,416,1,1,48,64,1824,21.1600,1041.00,47.26,2.5060,0.3586,0.5272,0.7574,0.1686,1.3212,13.2052,36.1,36.8,0,1900.8,4.393,
RND_0842,Random_50M_150M,28,480,12,6,48,64,960,13.1600,1614.00,75.99,3.9696,0.2987,0.6001,1.2893,0.3014,2.3821,37.3866,36.4,37.1,0,1900.8,4.385,
RND_0843,Random_50M_150M,25,576,2,1,32,64,2240,4.5500,1607.00,219.78,8.4202,0.2387,0.6559,1.1443,0.4172,5.5229,109.7859,36.4,37.8,0,1900.8,4.384,
RND_0844,Random_50M_150M,26,416,4,4,32,64,1088,20.8900,1378.00,47.87,2.8620,0.2345,0.5761,0.7483,0.3417,1.6488,30.5561,37.5,37.8,0,1900.8,4.373,
RND_0845,Random_50M_150M,23,416,16,1,16,64,2048,15.9500,1620.00,62.70,3.5636,0.2270,0.5838,0.9617,0.3568,2.0806,39.7334,38.5,38.1,0,1900.8,4.372,
RND_0846,Random_50M_150M,27,320,1,1,64,32,1312,25.6200,801.00,39.03,2.0110,0.2754,0.5287,0.7796,0.2533,1.0632,15.9195,38.5,38.5,0,1900.8,4.373,
RND_0847,Random_50M_150M,8,576,12,3,64,32,3040,21.3500,1013.00,46.84,2.4650,0.2666,0.4575,0.7217,0.1909,1.1276,14.7022,38.5,38.8,0,1900.8,4.371,
RND_0848,Random_50M_150M,12,544,16,8,64,32,1728,20.0400,1062.00,49.90,2.6089,0.2677,0.5136,0.7686,0.2459,1.3398,20.0475,38.5,38.8,0,1900.8,4.367,
RND_0849,Random_50M_150M,25,416,1,1,48,48,1344,18.2200,1385.00,54.88,3.0864,0.2647,0.5663,0.9462,0.3016,1.7480,29.0933,38.1,39.2,0,1900.8,4.363,
RND_0850,Random_50M_150M,5,608,6,6,32,32,2304,32.6000,507.00,30.67,1.4579,0.2317,0.4103,0.5560,0.1786,0.5981,8.1360,38.8,38.8,0,1900.8,4.363,
RND_0851,Random_50M_150M,9,544,16,16,64,64,2944,15.9700,1433.00,62.62,3.3741,0.2748,0.5695,0.8427,0.2947,1.9216,31.0781,39.5,39.2,0,1900.8,4.355,
RND_0852,Random_50M_150M,19,448,16,2,16,16,1632,21.8800,1097.00,45.70,2.5138,0.2677,0.5369,0.7893,0.2691,1.3497,21.1436,38.8,39.5,0,1900.8,4.352,
RND_0853,Random_50M_150M,17,384,1,1,32,64,1824,26.7700,797.00,37.36,1.9550,0.2667,0.5220,0.7163,0.2553,1.0205,15.5987,38.8,39.5,0,1900.8,4.352,
RND_0854,Random_50M_150M,17,608,1,1,32,16,1120,18.9500,1204.00,52.77,2.8399,0.2259,0.5102,0.7707,0.2843,1.4489,25.2347,39.5,40.2,0,1900.8,4.346,
RND_0855,Random_50M_150M,13,448,16,4,48,32,2400,20.5600,1122.00,48.64,2.6298,0.2256,0.5465,0.9854,0.3209,1.4371,26.3713,39.8,40.2,0,1900.8,4.343,
RND_0856,Random_50M_150M,16,544,4,2,64,16,2976,15.2000,1653.00,65.79,3.6925,0.2613,0.5850,0.9305,0.3238,2.1602,37.3582,39.2,40.2,0,1900.8,4.335,
RND_0857,Random_50M_150M,16,512,4,1,32,32,1440,24.5400,888.00,40.75,2.1512,0.2872,0.4852,0.9314,0.1980,1.0439,13.3128,39.8,40.2,0,1900.8,4.333,
RND_0858,Random_50M_150M,16,576,16,4,48,48,2400,13.0000,1822.00,76.92,4.2066,0.2827,0.6168,1.0314,0.3341,2.5946,43.9171,39.2,40.5,0,1900.8,4.325,
RND_0859,Random_50M_150M,21,480,2,1,64,48,960,27.7000,714.00,36.10,1.8331,0.2812,0.4929,0.6878,0.2117,0.9035,12.1286,39.5,40.5,0,1900.8,4.321,
RND_0860,Random_50M_150M,28,576,4,1,64,16,1792,4.6700,1515.00,214.13,8.1531,0.2343,0.6571,0.9113,0.4229,5.3578,107.7467,39.5,40.5,0,1900.8,4.311,
RND_0861,Random_50M_150M,26,576,1,1,32,48,864,18.5600,1358.00,53.88,3.0283,0.2785,0.5262,0.7754,0.2476,1.5934,23.4332,39.5,40.9,0,1900.8,4.306,
RND_0862,Random_50M_150M,23,448,2,2,32,64,1920,6.7100,1056.00,149.03,5.6760,0.3033,0.6353,0.8511,0.3320,3.6060,58.8914,39.5,40.5,0,1900.8,4.303,
RND_0863,Random_50M_150M,13,416,8,1,64,64,1824,24.8200,772.00,40.29,2.0210,0.2944,0.5041,0.7300,0.2097,1.0188,13.2435,39.8,40.9,0,1900.8,4.298,
RND_0864,Random_50M_150M,19,544,12,1,48,64,1408,18.3800,1304.00,54.41,2.9906,0.2749,0.5430,0.9153,0.2682,1.6240,25.0608,39.8,40.9,0,1900.8,4.288,
RND_0865,Random_50M_150M,4,640,6,3,48,48,2304,32.5300,438.00,30.74,1.3910,0.2859,0.4452,0.7414,0.1593,0.6193,6.9237,39.5,40.2,0,1900.8,4.284,
RND_0866,Random_50M_150M,21,608,12,3,32,16,1408,17.4800,1383.00,57.21,3.1565,0.2512,0.5158,0.7381,0.2646,1.6281,26.0994,39.5,40.5,0,1900.8,4.269,
RND_0867,Random_50M_150M,23,416,4,4,48,64,2208,16.3200,1503.00,61.27,3.4025,0.2771,0.5762,0.9611,0.2992,1.9607,31.8099,39.8,41.2,0,1900.8,4.264,
RND_0868,Random_50M_150M,12,608,1,1,64,16,1312,23.3300,924.00,42.86,2.2528,0.3148,0.4678,0.7813,0.1530,1.0539,10.7723,39.5,41.2,0,1900.8,4.252,
RND_0869,Random_50M_150M,6,576,8,4,64,16,1856,12.2400,386.00,81.70,2.9187,0.3035,0.5442,0.7702,0.2407,1.5884,21.9571,39.8,40.5,0,1900.8,4.252,
RND_0870,Random_50M_150M,11,480,6,1,32,16,1760,30.5700,620.00,32.71,1.6341,0.3222,0.4798,0.7097,0.1576,0.7841,8.0501,39.8,40.2,0,1900.8,4.244,
RND_0871,Random_50M_150M,21,352,16,2,48,64,1056,22.0500,1138.00,45.35,2.5439,0.2714,0.6055,1.0628,0.3341,1.5404,26.5611,39.5,39.8,0,1900.8,4.241,
RND_0872,Random_50M_150M,26,416,16,2,32,16,768,23.1700,868.00,43.16,2.2059,0.3171,0.5260,0.8314,0.2089,1.1604,14.3996,39.8,40.5,0,1900.8,4.234,
RND_0873,Random_50M_150M,7,576,12,4,64,16,2400,24.8800,744.00,40.19,1.9900,0.2803,0.4573,0.8053,0.1770,0.9101,11.0099,39.8,40.5,0,1900.8,4.223,
RND_0874,Random_50M_150M,15,480,16,4,32,32,1792,21.3500,1080.00,46.84,2.5320,0.2484,0.5210,0.7178,0.2726,1.3191,21.5719,39.8,40.5,0,1900.8,4.219,
RND_0875,Random_50M_150M,14,576,4,4,16,16,2976,16.3400,1525.00,61.20,3.4222,0.2696,0.5445,1.1108,0.2748,1.8632,29.3909,39.8,41.2,0,1900.8,4.205,
RND_0876,Random_50M_150M,21,576,12,2,64,16,2720,11.4800,2310.00,87.11,5.0103,0.2509,0.5983,0.9349,0.3474,2.9977,54.3922,39.8,40.9,0,1900.8,4.194,
RND_0877,Random_50M_150M,12,480,1,1,48,64,1600,28.1100,573.00,35.57,1.6758,0.2913,0.4082,0.7438,0.1169,0.6841,6.1238,39.8,40.5,0,1900.8,4.191,
RND_0878,Random_50M_150M,14,544,12,4,16,16,2592,17.6800,1262.00,56.56,3.0154,0.2701,0.5488,1.0921,0.2787,1.6548,26.2642,39.8,41.2,0,1900.8,4.183,
RND_0879,Random_50M_150M,20,608,1,1,64,64,2528,13.1900,2019.00,75.82,4.3693,0.2554,0.5665,0.9106,0.3112,2.4753,42.4877,39.8,41.2,0,1900.8,4.169,
RND_0880,Random_50M_150M,17,480,12,2,64,16,2272,16.4500,1450.00,60.79,3.3345,0.2682,0.5569,0.8539,0.2887,1.8570,30.0880,39.8,41.5,0,1900.8,4.155,
RND_0881,Random_50M_150M,14,416,12,6,16,32,2176,22.6800,977.00,44.09,2.3438,0.2563,0.5342,0.7867,0.2779,1.2522,20.3563,39.8,41.2,0,1900.8,4.146,
RND_0882,Random_50M_150M,21,448,2,1,64,16,1088,25.6800,682.00,38.94,1.8892,0.2945,0.4945,0.7438,0.2000,0.9343,11.8072,39.8,40.9,0,1900.8,4.139,
RND_0883,Random_50M_150M,14,576,2,1,48,48,928,29.3800,579.00,34.04,1.6341,0.2376,0.4358,0.6977,0.1982,0.7121,10.1225,39.8,40.9,0,1900.8,4.121,
RND_0884,Random_50M_150M,20,480,12,6,48,48,2464,13.2700,2045.00,75.36,4.3811,0.2544,0.5932,0.9156,0.3388,2.5990,46.3879,39.8,41.2,0,1900.8,4.111,
RND_0885,Random_50M_150M,13,640,8,2,16,32,1824,20.5600,1039.00,48.64,2.5468,0.2363,0.4641,0.7246,0.2278,1.1820,18.1321,39.5,40.5,0,1900.8,4.099,
RND_0886,Random_50M_150M,20,384,16,1,48,32,2016,18.9000,1213.00,52.91,2.8532,0.2615,0.5870,0.9564,0.3255,1.6747,29.0221,39.8,40.5,0,1900.8,4.096,
RND_0887,Random_50M_150M,19,320,16,16,64,48,736,19.0100,870.00,52.60,2.5007,0.2529,0.6171,0.9600,0.3642,1.5432,28.4594,39.8,40.9,0,1900.8,4.086,
RND_0888,Random_50M_150M,21,448,12,2,32,64,704,10.0700,593.00,99.30,3.6715,0.2607,0.5761,0.7970,0.3154,2.1151,36.1894,39.5,40.5,0,1900.8,4.075,
RND_0889,Random_50M_150M,21,576,16,8,64,32,1568,13.4000,1890.00,74.63,4.2034,0.2759,0.5908,0.8166,0.3149,2.4833,41.3613,39.8,40.9,0,1900.8,4.063,
RND_0890,Random_50M_150M,26,544,8,8,64,48,1472,12.9300,1972.00,77.34,4.3695,0.2408,0.6397,0.9228,0.3989,2.7951,54.4711,39.8,41.5,0,1900.8,4.046,
RND_0891,Random_50M_150M,18,480,12,12,32,32,704,22.5300,789.00,44.39,2.1649,0.2656,0.4724,0.6519,0.2068,1.0227,13.9893,39.8,41.2,0,1900.8,4.033,
RND_0892,Random_50M_150M,22,512,6,3,48,16,1056,21.4200,1002.00,46.69,2.4492,0.2798,0.5259,0.7624,0.2461,1.2881,18.8338,39.8,41.2,0,1900.8,4.020,
RND_0893,Random_50M_150M,24,480,4,4,64,16,1472,14.8100,1211.00,67.52,3.3042,0.2985,0.5780,0.9183,0.2796,1.9099,28.8680,39.8,42.2,0,1900.8,4.003,
RND_0894,Random_50M_150M,26,608,4,1,64,64,2240,11.1400,2371.00,89.77,5.1538,0.2971,0.5973,0.9194,0.3002,3.0781,48.3448,39.8,41.9,0,1900.8,3.988,
RND_0895,Random_50M_150M,7,640,2,1,64,16,2560,25.2400,802.00,39.62,2.0302,0.2904,0.4398,0.5873,0.1494,0.8930,9.4801,39.5,41.2,0,1900.8,3.979,
RND_0896,Random_50M_150M,18,512,6,3,16,48,1600,19.2200,1198.00,52.03,2.8109,0.3859,0.5352,0.8173,0.1492,1.5043,13.1063,39.8,40.9,0,1900.8,3.966,
RND_0897,Random_50M_150M,23,480,16,2,64,48,704,20.3500,1082.00,49.14,2.6053,0.3017,0.5311,0.7581,0.2294,1.3838,18.6757,39.8,41.5,0,1900.8,3.954,
RND_0898,Random_50M_150M,20,448,4,1,32,64,2400,15.7600,1475.00,63.45,3.4420,0.2643,0.5979,0.9340,0.3336,2.0579,35.8805,39.8,41.9,0,1900.8,3.946,
RND_0899,Random_50M_150M,21,512,16,4,48,64,928,16.0000,1306.00,62.50,3.2435,0.2950,0.5488,1.0276,0.2538,1.7801,25.7245,38.5,41.2,0,1900.8,3.930,
RND_0900,Random_50M_150M,28,416,4,2,48,32,2048,14.7100,1650.00,67.98,3.7574,0.3817,0.5877,0.9866,0.2060,2.2084,24.1890,39.8,41.9,0,1900.8,3.925,
RND_0901,Random_50M_150M,17,576,8,2,16,32,2464,14.5300,1734.00,68.82,3.8675,0.2625,0.5743,0.9810,0.3118,2.2211,37.6882,39.8,41.2,0,1900.8,3.918,
RND_0902,Random_50M_150M,24,544,6,1,32,48,1152,16.9200,1272.00,59.10,3.1042,0.2657,0.5500,0.8647,0.2843,1.7073,27.5778,39.8,41.2,0,1900.8,3.908,
RND_0903,Random_50M_150M,18,544,1,1,64,64,1088,21.4100,790.00,46.71,2.2379,0.2606,0.4708,1.1091,0.2102,1.0536,14.7019,39.8,41.5,0,1900.8,3.901,
RND_0904,Random_50M_150M,27,320,8,4,48,48,1728,7.3100,968.00,136.80,5.2088,0.2594,0.6470,0.8222,0.3876,3.3701,63.0947,39.8,41.2,0,1900.8,3.894,
RND_0905,Random_50M_150M,25,576,8,4,48,48,1792,4.5500,1654.00,219.78,8.4672,0.2985,0.6424,0.8694,0.3439,5.4396,91.0055,39.8,41.2,0,1900.8,3.883,
RND_0906,Random_50M_150M,19,544,8,4,16,64,1760,14.1200,1384.00,70.82,3.5795,0.4985,0.8063,1.0892,0.3078,2.8861,34.4332,39.8,42.9,0,1900.8,3.864,
RND_0907,Random_50M_150M,27,320,16,8,32,16,1280,8.3500,861.00,119.76,4.5736,0.2519,0.6239,0.9091,0.3721,2.8536,53.1774,39.8,40.9,0,1900.8,3.864,
RND_0908,Random_50M_150M,15,608,12,4,64,64,1248,18.4300,1186.00,54.26,2.8680,0.2414,0.4962,0.7716,0.2547,1.4230,22.8298,39.8,40.5,0,1900.8,3.855,
RND_0909,Random_50M_150M,27,352,8,2,32,48,1824,17.5800,1286.00,56.88,3.0494,0.2765,0.5941,0.9409,0.3176,1.8115,30.2617,39.8,41.5,0,1900.8,3.850,
RND_0910,Random_50M_150M,13,480,6,1,16,64,2432,22.5100,1025.00,44.42,2.4022,0.2763,0.5322,0.8371,0.2559,1.2785,19.2129,39.8,41.2,0,1900.8,3.842,
RND_0911,Random_50M_150M,8,576,4,2,16,64,2720,24.0300,826.00,41.61,2.1161,0.2595,0.4428,0.6970,0.1832,0.9369,12.1176,39.8,41.5,0,1900.8,3.840,
RND_0912,Random_50M_150M,13,512,6,3,16,48,1024,31.3100,556.00,31.94,1.5461,0.2722,0.4255,0.5762,0.1533,0.6579,7.4086,39.8,41.2,0,1900.8,3.831,
RND_0914,Random_50M_150M,7,544,2,1,48,64,2112,32.8700,562.00,30.42,1.5051,0.3151,0.4166,0.6835,0.1016,0.6271,4.7776,39.8,41.9,0,1900.8,3.825,
RND_0915,Random_50M_150M,24,544,8,4,32,64,992,17.1800,1302.00,58.21,3.1064,0.2758,0.5457,0.9722,0.2699,1.6953,26.2029,39.8,41.2,0,1900.8,3.822,
RND_0916,Random_50M_150M,18,640,8,4,48,64,1568,15.1400,1542.00,66.05,3.5896,0.2751,0.5259,0.9590,0.2508,1.8878,28.1376,39.8,40.9,0,1900.8,3.806,
RND_0917,Random_50M_150M,15,640,12,6,64,64,2176,4.9800,1407.00,200.80,7.6319,0.2975,0.6320,0.8694,0.3345,4.8233,79.7875,39.8,40.9,0,1900.8,3.805,
RND_0918,Random_50M_150M,6,512,6,2,32,48,2496,33.5500,529.00,29.81,1.4530,0.2453,0.4199,0.6256,0.1747,0.6101,7.9309,39.8,40.9,0,1900.8,3.799,
RND_0919,Random_50M_150M,22,512,16,2,32,16,992,21.1600,1024.00,47.26,2.4890,0.2389,0.5011,0.7609,0.2622,1.2473,20.3948,39.8,40.5,0,1900.8,3.791,
RND_0920,Random_50M_150M,18,544,2,1,32,16,1696,19.5700,1116.00,51.10,2.7001,0.3087,0.5153,0.7408,0.2066,1.3915,17.4340,39.8,40.9,0,1900.8,3.784,
RND_0921,Random_50M_150M,12,480,6,3,32,32,1920,25.9600,792.00,38.52,1.9861,0.2605,0.4848,0.6656,0.2243,0.9628,13.9209,39.8,41.2,0,1900.8,3.780,
RND_0922,Random_50M_150M,25,352,1,1,64,32,1216,27.3400,689.00,36.58,1.8229,0.2786,0.5122,0.8095,0.2336,0.9337,13.3087,39.8,41.9,0,1900.8,3.777,
RND_0923,Random_50M_150M,17,512,6,6,32,48,1536,20.3700,1075.00,49.09,2.5968,0.2383,0.5197,0.8004,0.2813,1.3495,22.8314,39.5,41.2,0,1900.8,3.766,
RND_0924,Random_50M_150M,13,512,2,1,16,32,1632,25.2600,708.00,39.59,1.9352,0.2724,0.4750,0.6921,0.2026,0.9193,12.2548,33.7,34.4,0,1900.8,4.425,
RND_0925,Random_50M_150M,15,448,12,2,48,16,1856,8.2700,697.00,120.92,4.4455,0.2709,0.6039,0.8360,0.3329,2.6846,46.2524,34.7,35.4,0,1900.8,4.409,
RND_0926,Random_50M_150M,17,416,8,2,48,32,2080,21.2200,1051.00,47.13,2.5119,0.2696,0.5444,0.8293,0.2747,1.3674,21.5644,35.4,35.4,0,1900.8,4.406,
RND_0927,Random_50M_150M,7,640,16,8,32,48,2560,8.1400,754.00,122.85,4.5624,0.2509,0.5823,0.8407,0.3314,2.6566,47.2419,35.7,36.1,0,1900.8,4.400,
RND_0928,Random_50M_150M,8,608,8,4,32,32,3232,17.6000,1000.00,56.82,2.7614,0.2722,0.4952,0.7282,0.2231,1.3675,19.2489,37.1,37.1,0,1900.8,4.399,
RND_0929,Random_50M_150M,27,384,12,3,32,64,608,21.9500,807.00,45.56,2.2193,0.2272,0.5266,0.7151,0.2995,1.1688,20.7684,37.1,37.8,0,1900.8,4.387,
RND_0930,Random_50M_150M,24,544,2,1,32,16,2880,11.2500,2290.00,88.89,5.0456,0.2807,0.6187,0.9788,0.3380,3.1216,53.2992,36.4,37.8,0,1900.8,4.380,
RND_0931,Random_50M_150M,28,416,8,2,32,64,2080,14.0000,1818.00,71.43,4.0323,0.2749,0.5991,0.8926,0.3242,2.4159,40.8555,38.1,38.1,0,1900.8,4.379,
RND_0932,Random_50M_150M,24,320,12,3,16,32,1568,21.9900,897.00,45.48,2.3067,0.3010,0.5348,0.7533,0.2338,1.2336,16.8545,38.8,38.5,0,1900.8,4.370,
RND_0933,Random_50M_150M,26,320,16,1,16,64,1088,9.8100,834.00,101.94,3.9940,0.2711,0.6169,0.7781,0.3458,2.4639,43.1605,39.5,37.8,0,1900.8,4.373,
RND_0934,Random_50M_150M,9,480,8,2,32,32,1856,23.0300,533.00,43.42,1.8791,0.2265,0.4561,0.6897,0.2295,0.8570,13.4769,38.5,38.5,0,1900.8,4.359,
RND_0935,Random_50M_150M,24,512,1,1,64,32,1408,18.6500,1155.00,53.62,2.8172,0.4661,0.5130,0.9041,0.0469,1.4451,4.1251,39.2,39.8,0,1900.8,4.352,
RND_0936,Random_50M_150M,17,544,4,1,64,48,2304,16.8000,1391.00,59.52,3.2362,0.2679,0.5085,0.7337,0.2406,1.6457,24.3347,39.5,39.5,0,1900.8,4.350,
RND_0937,Random_50M_150M,14,576,6,6,16,16,2848,16.4300,1487.00,60.86,3.3738,0.2675,0.5437,0.9553,0.2762,1.8343,29.1226,38.8,40.5,0,1900.8,4.343,
RND_0938,Random_50M_150M,23,576,1,1,32,64,1920,5.6100,1316.00,178.25,6.8418,0.2487,0.6310,0.8810,0.3824,4.3174,81.7521,39.8,39.8,0,1900.8,4.339,
RND_0939,Random_50M_150M,21,576,2,1,64,32,2112,5.0600,1247.00,197.63,7.3735,0.2550,0.6451,0.9759,0.3901,4.7566,89.8936,39.8,41.2,0,1900.8,4.327,
RND_0940,Random_50M_150M,5,640,2,2,16,64,2720,27.5600,563.00,36.28,1.6878,0.2564,0.4284,0.6393,0.1720,0.7230,9.0694,39.8,41.2,0,1900.8,4.326,
RND_0941,Random_50M_150M,24,448,6,2,48,32,1248,20.8200,1042.00,48.03,2.5310,0.2931,0.5488,0.7914,0.2557,1.3890,20.2229,39.8,40.5,0,1900.8,4.320,
RND_0942,Random_50M_150M,11,480,1,1,32,64,1760,31.3400,583.00,31.91,1.5722,0.2882,0.4015,0.5476,0.1133,0.6312,5.5661,39.8,41.2,0,1900.8,4.314,
RND_0943,Random_50M_150M,25,608,12,12,64,16,1344,11.4800,2001.00,87.11,4.7013,0.2710,0.6000,1.3410,0.3290,2.8210,48.3429,39.8,41.2,0,1900.8,4.305,
RND_0944,Random_50M_150M,18,608,4,4,32,48,2144,15.3400,1589.00,65.19,3.6099,0.2520,0.5342,1.0492,0.2822,1.9284,31.8323,39.8,41.2,0,1900.8,4.291,
RND_0945,Random_50M_150M,18,576,4,1,64,48,1504,18.6900,1133.00,53.50,2.7916,0.3095,0.5213,0.7537,0.2118,1.4554,18.4764,39.8,40.9,0,1900.8,4.282,
RND_0946,Random_50M_150M,24,512,2,1,16,16,1664,17.6600,1413.00,56.63,3.1684,0.2645,0.5582,1.1863,0.2937,1.7687,29.0800,39.5,40.5,0,1900.8,4.272,
