config_id,category,n_layer,d_model,n_h,n_kv,d_qk,d_v,d_mlp,decode_tok_s,ttft_ms,tpot_ms,duration_s,baseline_power_w,active_power_w,peak_power_w,dynamic_power_w,total_energy_j,dynamic_energy_per_token_mj,temp_cpu_start_c,temp_cpu_end_c,cooling_state,cpu_freq_mhz,voltage_v,notes
RND_1206,Random_50M_150M,13,448,16,4,16,48,1376,27.8500,688.00,35.91,1.8011,0.2987,0.5400,0.9166,0.2413,0.9726,13.5792,39.8,40.5,0,1900.8,3.875,
RND_1207,Random_50M_150M,28,544,8,8,32,48,1856,11.3100,2290.00,88.42,5.0309,0.3232,0.6042,0.9969,0.2810,3.0395,44.1785,39.8,41.2,0,1900.8,3.866,
RND_1208,Random_50M_150M,12,640,12,3,16,64,2304,6.3100,990.00,158.48,5.9028,0.2817,0.6263,0.7895,0.3446,3.6970,63.5583,39.8,41.2,0,1900.8,3.860,
RND_1209,Random_50M_150M,24,384,8,1,32,64,1984,6.5600,1020.00,152.44,5.7456,0.2524,0.6452,1.1539,0.3928,3.7069,70.5249,39.5,40.9,0,1900.8,3.855,
RND_1210,Random_50M_150M,17,480,6,2,64,48,2208,18.3400,1360.00,54.53,3.0503,0.3052,0.5570,0.9595,0.2518,1.6990,24.0060,39.8,41.2,0,1900.8,3.853,
RND_1211,Random_50M_150M,10,640,12,12,48,32,1632,19.3300,920.00,51.73,2.5237,0.4804,0.4859,0.7935,0.0055,1.2262,0.4341,39.8,40.5,0,1900.8,3.847,
RND_1212,Random_50M_150M,10,448,12,4,48,32,1760,27.3600,622.00,36.55,1.7550,0.2430,0.4932,0.6526,0.2503,0.8656,13.7255,39.8,41.2,0,1900.8,3.843,
RND_1213,Random_50M_150M,12,640,8,4,48,32,2144,17.6300,1142.00,56.72,2.9004,0.2949,0.5081,0.7312,0.2132,1.4738,19.3249,39.5,41.2,0,1900.8,3.833,
RND_1214,Random_50M_150M,19,384,2,1,48,16,1824,23.3400,822.00,42.84,2.1502,0.2825,0.5265,0.7180,0.2441,1.1321,16.3997,39.8,40.5,0,1900.8,3.830,
RND_1215,Random_50M_150M,18,448,1,1,48,16,1312,22.5300,1030.00,44.39,2.4059,0.2354,0.5023,0.7206,0.2669,1.2084,20.0663,39.8,40.5,0,1900.8,3.823,
RND_1216,Random_50M_150M,15,608,1,1,48,16,2880,19.5700,1795.00,51.10,3.3791,0.0922,0.4025,0.7771,0.3103,1.3601,32.7685,32.3,33.7,0,1900.8,4.421,
RND_1217,Random_50M_150M,11,512,2,2,16,16,1472,49.7600,413.00,20.10,1.0360,0.0730,0.3020,0.5127,0.2290,0.3129,7.4143,33.0,33.0,0,1900.8,4.409,
RND_1218,Random_50M_150M,14,640,4,1,16,16,2208,28.7300,889.00,34.81,1.9680,0.0798,0.2897,0.5127,0.2098,0.5700,12.9042,32.7,34.4,0,1900.8,4.395,
RND_1219,Random_50M_150M,5,576,4,1,48,64,2272,45.1200,309.00,22.16,0.9961,0.0838,0.3120,0.4079,0.2282,0.3108,7.1038,33.4,34.0,0,1900.8,4.396,
RND_1220,Random_50M_150M,20,384,1,1,48,64,1504,38.2700,512.00,26.13,1.3220,0.0773,0.2347,0.3730,0.1574,0.3103,6.5047,33.7,34.0,0,1900.8,4.389,
RND_1221,Random_50M_150M,18,512,2,2,16,64,1248,37.5800,564.00,26.61,1.3889,0.0830,0.2630,0.3668,0.1800,0.3653,7.8144,34.0,34.4,0,1900.8,4.389,
RND_1222,Random_50M_150M,15,608,1,1,32,64,1568,35.5500,663.00,28.13,1.5350,0.0825,0.3045,0.4268,0.2220,0.4674,10.6474,33.7,34.4,0,1900.8,4.393,
RND_1223,Random_50M_150M,19,512,8,2,64,64,800,36.7300,612.00,27.23,1.4560,0.0924,0.2687,0.4087,0.1763,0.3912,8.0209,34.0,34.7,0,1900.8,4.375,
RND_1224,Random_50M_150M,15,512,1,1,48,32,2816,29.4100,931.00,34.00,1.9851,0.1083,0.3981,0.7776,0.2897,0.7902,17.9734,34.4,35.1,0,1900.8,4.385,
RND_1225,Random_50M_150M,26,576,1,1,48,48,1824,16.2900,1956.00,61.39,3.8590,0.1047,0.4317,0.7116,0.3269,1.6659,39.4278,34.4,35.1,0,1900.8,4.370,
RND_1226,Random_50M_150M,21,416,4,4,16,32,2176,30.0400,863.00,33.29,1.8950,0.0753,0.3569,0.7286,0.2817,0.6764,16.6803,34.7,34.7,0,1900.8,4.377,
RND_1227,Random_50M_150M,24,576,1,1,32,16,2016,18.3500,1889.00,54.50,3.5784,0.0912,0.4485,0.8757,0.3573,1.6049,39.9520,34.4,36.1,0,1900.8,4.363,
RND_1228,Random_50M_150M,20,416,8,1,48,16,1184,38.6500,499.00,25.87,1.3011,0.0735,0.3444,0.9014,0.2709,0.4481,11.0141,35.1,35.4,0,1900.8,4.359,
RND_1229,Random_50M_150M,7,512,12,2,16,32,2464,46.1300,426.00,21.68,1.0980,0.1017,0.3390,0.6904,0.2372,0.3722,8.1405,35.1,35.4,0,1900.8,4.358,
RND_1230,Random_50M_150M,5,608,12,2,32,48,2144,52.2800,372.00,19.13,0.9650,0.0872,0.3352,0.4449,0.2480,0.3235,7.4788,35.4,35.4,0,1900.8,4.353,
RND_1231,Random_50M_150M,10,640,8,8,32,32,2560,9.8200,627.00,101.83,3.7838,0.0816,0.4754,0.6860,0.3938,1.7990,46.5678,35.4,35.4,0,1363.2,4.347,
RND_1232,Random_50M_150M,28,352,2,2,16,16,1664,31.4400,714.00,31.81,1.7000,0.0895,0.3718,0.7413,0.2823,0.6321,14.9969,35.4,35.7,0,1900.8,4.344,
RND_1233,Random_50M_150M,12,608,6,1,64,64,1408,35.7600,573.00,27.96,1.4399,0.1011,0.2829,0.4859,0.1818,0.4073,8.1797,35.7,35.7,0,1900.8,4.342,
RND_1234,Random_50M_150M,24,608,8,1,64,32,2304,17.3800,1815.00,57.54,3.5987,0.1090,0.4314,0.7714,0.3224,1.5526,36.2601,35.7,36.1,0,1900.8,4.339,
RND_1235,Random_50M_150M,16,416,4,1,32,48,1344,40.0000,425.00,25.00,1.2000,0.0906,0.2260,0.2746,0.1354,0.2712,5.0776,37.1,36.1,0,1900.8,4.334,
RND_1236,Random_50M_150M,7,608,2,2,48,32,2720,35.6300,565.00,28.07,1.4351,0.3247,0.3869,0.7491,0.0621,0.5552,2.7869,35.4,36.1,0,1900.8,4.333,
RND_1237,Random_50M_150M,7,608,12,12,64,48,2400,36.0900,635.00,27.71,1.4940,0.0727,0.2615,0.4165,0.1888,0.3907,8.8138,36.4,36.1,0,1900.8,4.331,
RND_1238,Random_50M_150M,15,512,12,2,64,64,1568,31.9300,788.00,31.32,1.7589,0.0938,0.3440,0.5706,0.2502,0.6051,13.7505,36.1,36.4,0,1900.8,4.322,
RND_1239,Random_50M_150M,6,640,4,2,64,48,2432,14.1300,396.00,70.77,2.5899,0.0576,0.3382,0.6403,0.2805,0.8759,22.7056,36.1,35.7,0,1900.8,4.324,
RND_1240,Random_50M_150M,11,480,8,1,48,48,1824,43.0600,474.00,23.22,1.1939,0.0937,0.3025,0.4615,0.2088,0.3612,7.7920,36.4,36.1,0,1900.8,4.318,
RND_1241,Random_50M_150M,7,544,6,6,32,32,2048,46.3400,394.00,21.58,1.0630,0.2073,0.3262,0.4989,0.1188,0.3467,3.9469,35.4,36.4,0,1900.8,4.301,
RND_1242,Random_50M_150M,27,448,12,4,16,32,2016,23.3100,1236.00,42.90,2.5659,0.0876,0.3930,0.6816,0.3054,1.0085,24.4911,36.4,37.1,0,1900.8,4.306,
RND_1243,Random_50M_150M,26,576,2,2,16,32,896,12.3000,533.00,81.30,3.0533,0.0541,0.4255,0.6782,0.3714,1.2992,35.4378,36.8,36.8,0,1900.8,4.305,
RND_1244,Random_50M_150M,10,640,8,2,64,48,1024,15.2800,367.00,65.45,2.3958,0.0860,0.3343,0.6860,0.2483,0.8009,18.5914,35.7,36.1,0,1900.8,4.312,
RND_1245,Random_50M_150M,18,512,16,8,16,16,992,32.2200,499.00,31.04,1.4611,0.0899,0.2847,0.3985,0.1948,0.4160,8.8963,37.1,37.1,0,1900.8,4.299,
RND_1246,Random_50M_150M,18,576,8,1,32,32,1408,11.1100,625.00,90.01,3.4153,0.0863,0.4342,0.8006,0.3479,1.4830,37.1292,37.1,36.8,0,1900.8,4.293,
RND_1247,Random_50M_150M,14,544,6,6,48,64,1504,32.5600,686.00,30.71,1.6381,0.1196,0.2604,0.3871,0.1408,0.4265,7.2076,36.8,36.8,0,1900.8,4.292,
RND_1248,Random_50M_150M,27,576,2,2,32,32,832,11.5400,594.00,86.66,3.2803,0.0888,0.4542,0.8246,0.3654,1.4898,37.4531,37.1,36.4,0,1900.8,4.285,
RND_1249,Random_50M_150M,27,448,4,4,16,32,992,35.8800,570.00,27.87,1.4340,0.1293,0.2775,0.4062,0.1481,0.3979,6.6383,36.1,36.4,0,1900.8,4.280,
RND_1250,Random_50M_150M,22,512,8,1,32,32,2560,0.8900,1231.00,1123.60,36.0625,0.1218,0.3002,0.8944,0.1784,10.8277,201.0743,36.1,35.7,0,1900.8,4.280,
RND_1251,Random_50M_150M,25,544,4,2,16,32,1024,20.0600,1004.00,49.85,2.5494,0.3020,0.4893,0.7470,0.1872,1.2473,14.9158,36.4,37.8,0,1900.8,4.260,
RND_1252,Random_50M_150M,11,512,4,2,64,64,2624,7.5700,777.00,132.10,4.8721,0.2635,0.6478,1.0455,0.3842,3.1560,58.5031,38.1,40.5,0,1900.8,4.245,
RND_1253,Random_50M_150M,12,608,6,6,16,48,2112,19.1500,1122.00,52.22,2.7408,0.3262,0.4952,0.7685,0.1690,1.3573,14.4727,38.8,39.5,0,1900.8,4.242,
RND_1254,Random_50M_150M,25,640,4,1,32,48,992,19.2400,1341.00,51.98,2.9522,0.2567,0.4829,0.6993,0.2263,1.4257,20.8753,39.8,39.8,0,1900.8,4.231,
RND_1255,Random_50M_150M,7,640,1,1,64,32,1920,30.4500,559.00,32.84,1.5771,0.2886,0.4601,0.6056,0.1715,0.7256,8.4522,39.8,40.9,0,1900.8,4.230,
RND_1256,Random_50M_150M,27,320,12,12,48,48,768,9.3100,772.00,107.41,4.1018,0.3266,0.6314,0.8139,0.3048,2.5898,39.0737,39.2,40.5,0,1900.8,4.225,
RND_1257,Random_50M_150M,16,544,2,2,48,16,1952,18.6600,1138.00,53.59,2.7993,0.2769,0.5458,0.8347,0.2688,1.5277,23.5169,39.8,41.2,0,1900.8,4.215,
RND_1258,Random_50M_150M,27,544,2,2,32,16,864,21.7800,919.00,45.91,2.3423,0.3087,0.4928,0.7268,0.1841,1.1543,13.4778,39.8,41.5,0,1900.8,4.204,
RND_1259,Random_50M_150M,16,640,8,8,32,16,1280,7.7400,813.00,129.20,4.8182,0.2884,0.6028,0.8377,0.3143,2.9042,47.3308,39.8,41.5,0,1900.8,4.199,
RND_1260,Random_50M_150M,6,640,4,4,48,64,2688,8.7400,587.00,114.42,4.1339,0.3029,0.5831,0.8238,0.2802,2.4105,36.1940,39.8,41.2,0,1900.8,4.194,
RND_1261,Random_50M_150M,26,576,1,1,32,48,2592,8.9800,3449.00,111.36,6.9011,0.2858,0.6209,0.9240,0.3351,4.2852,72.2708,39.8,43.9,0,1900.8,4.151,
RND_1262,Random_50M_150M,13,480,8,4,32,64,2592,20.3300,1202.00,49.19,2.7268,0.2764,0.5193,0.7830,0.2430,1.4161,20.7039,39.8,40.9,0,1900.8,4.148,
RND_1263,Random_50M_150M,26,448,2,2,48,64,1056,21.9500,969.00,45.56,2.3813,0.2937,0.5467,0.7570,0.2530,1.3020,18.8302,39.8,40.9,0,1900.8,4.139,
RND_1264,Random_50M_150M,23,448,8,8,32,16,2208,14.7700,1614.00,67.70,3.7128,0.3261,0.6306,1.0019,0.3045,2.3414,35.3300,39.5,42.2,0,1900.8,4.124,
RND_1265,Random_50M_150M,18,480,12,6,32,48,2560,14.4600,1702.00,69.16,3.8458,0.3037,0.6079,0.9733,0.3042,2.3378,36.5621,39.8,41.5,0,1900.8,4.104,
RND_1266,Random_50M_150M,20,576,16,4,16,16,2656,12.5700,1992.00,79.55,4.4582,0.2843,0.5887,0.9382,0.3044,2.6247,42.4094,39.8,41.5,0,1900.8,4.093,
RND_1267,Random_50M_150M,19,640,8,4,64,48,2144,11.2700,1905.00,88.73,4.6557,0.2941,0.5902,0.9235,0.2961,2.7477,43.0724,39.2,41.2,0,1900.8,4.062,
RND_1268,Random_50M_150M,3,640,8,2,16,64,2880,13.0000,341.00,76.92,2.7256,0.3129,0.4875,0.8119,0.1746,1.3288,14.8746,39.8,40.9,0,1900.8,4.053,
RND_1269,Random_50M_150M,28,320,6,3,32,32,1216,8.8300,753.00,113.25,4.2638,0.2436,0.6256,1.2096,0.3819,2.6672,50.8892,39.5,40.9,0,1900.8,4.037,
RND_1270,Random_50M_150M,28,448,8,2,32,16,1216,7.5700,938.00,132.10,5.0331,0.2561,0.6263,0.9076,0.3702,3.1523,58.2272,39.8,40.9,0,1900.8,4.030,
RND_1271,Random_50M_150M,23,512,4,2,48,32,1376,18.6200,1204.00,53.71,2.8689,0.2589,0.5460,0.7586,0.2871,1.5663,25.7356,39.8,40.9,0,1900.8,4.019,
RND_1272,Random_50M_150M,14,384,1,1,64,32,1952,27.2900,729.00,36.64,1.8649,0.2638,0.4938,0.7362,0.2300,0.9208,13.4024,39.8,41.9,0,1900.8,4.008,
RND_1273,Random_50M_150M,22,576,8,8,64,64,2464,9.1100,2432.00,109.77,5.8349,0.3207,0.6262,1.3904,0.3055,3.6537,55.6989,39.8,41.2,0,1900.8,3.993,
RND_1274,Random_50M_150M,15,384,16,4,16,64,1376,21.5400,792.00,46.43,2.2312,0.2840,0.5489,0.9847,0.2649,1.2246,18.4676,39.8,41.2,0,1900.8,3.977,
RND_1275,Random_50M_150M,10,448,4,1,32,16,2112,11.3200,451.00,88.34,3.1895,0.2896,0.5828,0.8174,0.2932,1.8587,29.2208,39.8,41.2,0,1900.8,3.967,
RND_1276,Random_50M_150M,23,576,4,4,16,16,2336,13.9000,1943.00,71.94,4.1732,0.2722,0.5800,1.0605,0.3078,2.4204,40.1351,39.8,41.5,0,1900.8,3.952,
RND_1277,Random_50M_150M,15,416,4,4,48,48,2144,23.2200,912.00,43.07,2.2471,0.2368,0.5278,0.7456,0.2909,1.1859,20.4304,39.8,41.9,0,1900.8,3.941,
RND_1278,Random_50M_150M,18,480,12,1,16,64,1568,20.4800,1075.00,48.83,2.5887,0.2962,0.5006,0.8219,0.2044,1.2958,16.5327,39.8,40.9,0,1900.8,3.932,
RND_1279,Random_50M_150M,12,512,12,12,32,48,2048,7.3100,845.00,136.80,5.0858,0.2195,0.6287,0.9685,0.4092,3.1975,65.0288,39.8,40.5,0,1900.8,3.922,
RND_1280,Random_50M_150M,22,352,4,2,48,32,1824,20.6800,951.00,48.36,2.4500,0.2233,0.5945,0.9647,0.3713,1.4566,28.4245,39.8,40.5,0,1900.8,3.912,
RND_1281,Random_50M_150M,27,544,8,2,48,48,1952,12.2500,2107.00,81.63,4.6376,0.2936,0.6254,1.1304,0.3318,2.9003,48.0830,39.8,40.2,0,1900.8,3.907,
RND_1282,Random_50M_150M,18,480,4,2,64,64,1984,17.7300,1225.00,56.40,2.9734,0.2617,0.5285,0.8174,0.2669,1.5716,24.7973,39.8,40.5,0,1900.8,3.896,
RND_1283,Random_50M_150M,27,608,2,1,64,64,736,20.7600,953.00,48.17,2.4463,0.2646,0.4847,0.7365,0.2201,1.1857,16.8290,39.8,40.9,0,1900.8,3.885,
RND_1284,Random_50M_150M,7,544,16,4,32,64,1696,29.9500,598.00,33.39,1.6331,0.2795,0.4353,0.6641,0.1558,0.7108,7.9507,39.8,41.5,0,1900.8,3.883,
RND_1285,Random_50M_150M,18,416,6,6,32,64,1344,33.9500,567.00,29.46,1.4801,0.1377,0.3415,0.5396,0.2038,0.5055,9.4271,34.0,34.4,0,1900.8,4.391,
RND_1286,Random_50M_150M,17,640,4,4,16,32,1472,9.9700,656.00,100.30,3.7653,0.1119,0.4762,0.7445,0.3643,1.7931,42.8703,34.4,34.7,0,1900.8,4.375,
RND_1287,Random_50M_150M,18,480,12,12,16,32,2304,23.2600,1054.00,42.99,2.3868,0.1237,0.4294,0.6977,0.3058,1.0250,22.8048,34.4,34.7,0,1900.8,4.377,
RND_1288,Random_50M_150M,24,416,6,3,32,48,1568,24.2900,801.00,41.17,2.0772,0.1189,0.4201,0.5964,0.3011,0.8726,19.5470,35.1,35.7,0,1900.8,4.374,
RND_1289,Random_50M_150M,16,544,16,8,16,32,2720,20.5300,1243.00,48.71,2.7530,0.1272,0.3970,0.7110,0.2698,1.0929,23.2082,35.1,35.7,0,1900.8,4.365,
RND_1290,Random_50M_150M,4,640,8,2,48,64,2048,15.4100,261.00,64.89,2.2727,0.1313,0.3380,0.6153,0.2068,0.7682,14.6840,35.7,36.1,0,1900.8,4.361,
RND_1291,Random_50M_150M,26,576,6,3,32,64,1152,8.1800,784.00,122.25,4.5737,0.1168,0.5070,0.8886,0.3902,2.3190,55.7710,35.1,35.7,0,1900.8,4.360,
RND_1292,Random_50M_150M,17,512,1,1,16,64,2304,9.7400,718.00,102.67,3.9008,0.1135,0.4998,0.7957,0.3863,1.9495,47.0915,35.7,36.1,0,1900.8,4.356,
RND_1293,Random_50M_150M,23,320,8,8,32,16,1440,31.0300,622.00,32.23,1.6210,0.1340,0.3817,0.5661,0.2477,0.6188,12.5490,36.4,36.8,0,1900.8,4.350,
RND_1294,Random_50M_150M,20,448,1,1,64,32,1472,33.4100,621.00,29.93,1.5489,0.1157,0.3287,0.6261,0.2130,0.5091,10.3080,36.4,36.1,0,1900.8,4.346,
RND_1295,Random_50M_150M,23,416,6,2,48,32,1952,25.8800,973.00,38.64,2.1708,0.1300,0.4088,0.6644,0.2788,0.8875,18.9143,35.7,35.7,0,1900.8,4.341,
RND_1296,Random_50M_150M,21,288,16,2,64,48,1344,33.5900,776.00,29.77,1.6989,0.1094,0.4609,0.6978,0.3515,0.7831,18.6618,36.8,36.1,0,1900.8,4.353,
RND_1297,Random_50M_150M,6,576,12,12,64,64,3040,32.8000,674.00,30.49,1.6191,0.1006,0.3671,0.5765,0.2665,0.5943,13.4834,36.4,37.1,0,1900.8,4.349,
RND_1298,Random_50M_150M,16,544,4,4,48,16,2752,19.9600,1167.00,50.10,2.7201,0.1372,0.4044,0.7563,0.2672,1.1000,22.7101,36.1,36.4,0,1900.8,4.333,
RND_1299,Random_50M_150M,24,608,16,8,48,48,864,18.3600,1193.00,54.47,2.8815,0.1275,0.4363,0.7179,0.3088,1.2571,27.8024,37.1,37.1,0,1900.8,4.340,
RND_1300,Random_50M_150M,25,640,12,1,64,64,1344,6.6500,1112.00,150.38,5.7737,0.1252,0.5618,0.8108,0.4366,3.2438,78.7777,36.1,37.5,0,1900.8,4.321,
RND_1301,Random_50M_150M,17,384,4,2,32,48,1824,35.9600,623.00,27.81,1.4851,0.1321,0.3485,0.5990,0.2164,0.5176,10.0421,37.1,37.1,0,1900.8,4.322,
RND_1302,Random_50M_150M,5,608,4,1,64,32,2528,49.6000,432.00,20.16,1.0570,0.1203,0.3109,0.4357,0.1906,0.3286,6.2963,37.5,37.1,0,1900.8,4.320,
RND_1303,Random_50M_150M,10,544,8,8,64,16,2336,29.7800,721.00,33.58,1.7620,0.1259,0.3065,0.5595,0.1806,0.5400,9.9451,37.8,37.8,0,1900.8,4.317,
RND_1304,Random_50M_150M,14,416,2,2,32,16,2112,37.7100,569.00,26.52,1.3911,0.1197,0.3665,0.4938,0.2468,0.5098,10.7295,37.8,37.5,0,1900.8,4.304,
RND_1305,Random_50M_150M,27,320,2,2,64,16,1600,33.1600,720.00,30.16,1.6549,0.1296,0.4539,0.6441,0.3243,0.7511,16.7704,37.5,36.8,0,1900.8,4.309,
RND_1306,Random_50M_150M,7,608,16,2,64,64,2432,34.5200,642.00,28.97,1.5400,0.1321,0.3505,0.8159,0.2184,0.5399,10.5119,37.5,37.8,0,1900.8,4.300,
RND_1307,Random_50M_150M,20,416,8,8,64,16,1856,23.0800,831.00,43.33,2.1742,0.1231,0.4527,0.6762,0.3296,0.9842,22.3938,37.5,37.8,0,1900.8,4.302,
RND_1308,Random_50M_150M,23,480,1,1,64,16,768,32.1900,609.00,31.07,1.5720,0.1227,0.3523,0.6027,0.2296,0.5538,11.2778,37.8,37.1,0,1900.8,4.292,
RND_1309,Random_50M_150M,12,608,2,1,32,32,1536,32.6300,585.00,30.65,1.5350,0.1420,0.3532,0.6402,0.2113,0.5422,10.1345,37.1,37.8,0,1900.8,4.290,
RND_1310,Random_50M_150M,9,480,6,2,64,16,2240,35.9600,498.00,27.81,1.3601,0.1306,0.2972,0.4244,0.1666,0.4042,7.0797,38.5,37.5,0,1900.8,4.293,
RND_1311,Random_50M_150M,12,640,6,6,64,16,3488,20.7200,1351.00,48.26,2.8471,0.1216,0.4196,0.7515,0.2980,1.1946,26.5101,37.8,38.5,0,1900.8,4.277,
RND_1312,Random_50M_150M,17,640,2,2,64,64,2336,21.0000,1249.00,47.62,2.7252,0.1357,0.4006,0.7530,0.2649,1.0917,22.5577,37.8,37.5,0,1900.8,4.277,
RND_1313,Random_50M_150M,16,448,8,2,16,48,1408,14.1400,417.00,70.72,2.6094,0.1299,0.4553,0.7195,0.3254,1.1880,26.5347,37.8,37.8,0,1900.8,4.272,
RND_1314,Random_50M_150M,21,608,1,1,16,64,1952,22.9600,1183.00,43.55,2.5332,0.1249,0.3878,0.7173,0.2628,0.9823,20.8067,37.5,38.1,0,1900.8,4.269,
RND_1315,Random_50M_150M,19,640,2,1,32,16,1920,23.9900,1090.00,41.68,2.3822,0.1229,0.3526,0.7139,0.2297,0.8400,17.1029,37.1,37.8,0,1900.8,4.262,
RND_1316,Random_50M_150M,6,608,16,4,16,16,3072,38.2200,577.00,26.16,1.3881,0.1591,0.3362,0.5355,0.1771,0.4667,7.6813,37.8,37.5,0,1900.8,4.255,
RND_1317,Random_50M_150M,19,576,12,6,48,48,3104,14.9200,1854.00,67.02,3.9317,0.1196,0.4921,0.9289,0.3725,1.9350,45.7691,37.1,38.1,0,1900.8,4.244,
RND_1318,Random_50M_150M,14,640,1,1,48,32,1888,29.5200,815.00,33.88,1.8651,0.1462,0.3257,0.4964,0.1795,0.6075,10.4621,37.5,38.8,0,1900.8,4.251,
RND_1319,Random_50M_150M,27,544,4,1,64,48,800,31.5700,728.00,31.68,1.7099,0.1221,0.3246,0.6088,0.2025,0.5550,10.8199,38.1,37.5,0,1900.8,4.235,
RND_1320,Random_50M_150M,5,640,6,3,32,16,2880,44.2200,506.00,22.61,1.2070,0.1247,0.3757,0.5720,0.2510,0.4535,9.4689,38.1,37.8,0,1900.8,4.236,
RND_1321,Random_50M_150M,28,480,12,4,64,64,1536,17.4200,1341.00,57.41,3.1206,0.1303,0.4892,0.9079,0.3589,1.5266,34.9962,37.5,38.8,0,1900.8,4.224,
RND_1322,Random_50M_150M,12,608,2,1,64,32,2336,29.4100,812.00,34.00,1.8661,0.1379,0.3137,0.4485,0.1758,0.5854,10.2512,38.5,38.8,0,1900.8,4.219,
RND_1323,Random_50M_150M,9,480,12,2,48,64,1984,38.9900,505.00,25.65,1.3001,0.1298,0.3097,0.4125,0.1799,0.4026,7.3085,38.8,38.1,0,1900.8,4.223,
RND_1324,Random_50M_150M,22,512,8,2,48,32,2752,6.3700,1156.00,156.99,6.0226,0.1348,0.5798,0.7596,0.4450,3.4919,83.7444,37.8,38.5,0,1900.8,4.210,
RND_1325,Random_50M_150M,15,448,2,1,48,16,1888,33.3700,573.00,29.97,1.5020,0.1247,0.3577,0.7448,0.2329,0.5372,10.9324,38.5,38.5,0,1900.8,4.198,
RND_1326,Random_50M_150M,6,608,4,2,64,16,1696,49.5200,340.00,20.19,0.9660,0.1309,0.2877,0.3545,0.1569,0.2780,4.7354,38.1,38.8,0,1900.8,4.192,
RND_1327,Random_50M_150M,20,416,12,3,32,16,1952,25.9000,792.00,38.61,1.9889,0.1307,0.4326,0.6935,0.3018,0.8603,18.7592,38.1,38.5,0,1900.8,4.198,
RND_1328,Random_50M_150M,24,416,12,3,32,32,896,32.7000,659.00,30.58,1.6070,0.1308,0.3637,0.5947,0.2329,0.5844,11.6937,38.1,37.5,0,1900.8,4.193,
RND_1329,Random_50M_150M,22,640,2,2,64,16,1696,20.8900,1145.00,47.87,2.6290,0.1440,0.3810,0.7877,0.2370,1.0015,19.4706,37.8,37.5,0,1900.8,4.185,
RND_1330,Random_50M_150M,25,448,4,1,48,64,1888,25.6200,1054.00,39.03,2.2640,0.1269,0.4390,0.6953,0.3121,0.9938,22.0802,37.5,37.5,0,1900.8,4.184,
RND_1331,Random_50M_150M,24,512,4,2,64,48,832,12.2000,462.00,81.97,3.0030,0.1313,0.4486,0.6824,0.3173,1.3472,29.7750,37.8,38.5,0,1900.8,4.175,
RND_1332,Random_50M_150M,19,448,12,4,64,64,1568,26.5600,916.00,37.65,2.0832,0.1292,0.3855,0.7033,0.2563,0.8030,16.6858,37.5,38.8,0,1900.8,4.170,
RND_1333,Random_50M_150M,23,384,4,4,64,48,1952,26.5000,999.00,37.74,2.1311,0.1525,0.4486,0.6706,0.2961,0.9559,19.7199,38.1,38.5,0,1900.8,4.168,
RND_1334,Random_50M_150M,27,352,1,1,64,64,1152,37.5800,562.00,26.61,1.3869,0.2206,0.3619,0.5972,0.1413,0.5019,6.1253,37.8,40.5,0,1900.8,4.157,
RND_1335,Random_50M_150M,21,480,2,2,16,64,992,37.0800,493.00,26.97,1.3290,0.1208,0.2776,0.3457,0.1568,0.3689,6.5117,38.5,38.1,0,1900.8,4.161,
RND_1336,Random_50M_150M,28,512,8,8,64,64,896,8.1100,808.00,123.30,4.6304,0.1228,0.5588,0.8469,0.4360,2.5876,63.0913,37.8,39.2,0,1900.8,4.156,
RND_1337,Random_50M_150M,26,384,16,4,64,64,1280,9.1800,809.00,108.93,4.1859,0.1368,0.5578,0.7644,0.4210,2.3347,55.0685,37.8,37.8,0,1900.8,4.142,
RND_1338,Random_50M_150M,17,480,2,1,48,32,1152,41.0100,455.00,24.38,1.2109,0.1222,0.2806,0.3983,0.1584,0.3398,5.9947,37.5,38.5,0,1900.8,4.141,
RND_1339,Random_50M_150M,27,320,16,16,48,64,1472,8.7500,890.00,114.29,4.4329,0.2626,0.5856,1.0449,0.3230,2.5957,44.7418,38.1,38.5,0,1900.8,4.139,
RND_1340,Random_50M_150M,19,320,6,6,64,48,1600,35.4300,622.00,28.22,1.4970,0.1083,0.3941,0.7036,0.2857,0.5899,13.3653,37.8,38.1,0,1900.8,4.134,
RND_1341,Random_50M_150M,10,448,1,1,64,32,2112,42.7600,447.00,23.39,1.1720,0.1200,0.3251,0.4989,0.2052,0.3811,7.5143,37.8,37.8,0,1900.8,4.127,
RND_1342,Random_50M_150M,12,512,4,1,32,16,2560,11.0600,527.00,90.42,3.3299,0.1289,0.5155,0.8588,0.3866,1.7166,40.2343,37.1,38.5,0,1900.8,4.125,
RND_1343,Random_50M_150M,10,480,6,6,16,16,1984,37.6200,463.00,26.58,1.2870,0.1181,0.3593,0.5622,0.2412,0.4625,9.7007,37.8,37.8,0,1900.8,4.122,
RND_1344,Random_50M_150M,23,512,12,6,32,64,832,10.3400,635.00,96.71,3.6331,0.1616,0.5263,0.8169,0.3647,1.9119,41.4021,38.1,39.5,0,1900.8,4.112,
RND_1345,Random_50M_150M,16,544,16,4,16,64,2496,21.8800,1201.00,45.70,2.6178,0.1452,0.4388,0.6654,0.2936,1.1488,24.0204,37.8,37.5,0,1900.8,4.109,
