config_id,category,n_layer,d_model,n_h,n_kv,d_qk,d_v,d_mlp,decode_tok_s,ttft_ms,tpot_ms,duration_s,baseline_power_w,active_power_w,peak_power_w,dynamic_power_w,total_energy_j,dynamic_energy_per_token_mj,temp_cpu_start_c,temp_cpu_end_c,cooling_state,cpu_freq_mhz,voltage_v,notes
RND_0110,Random_50M_150M,9,576,2,1,64,32,3008,8.1300,740.00,123.00,2.5850,0.2857,0.5571,0.8319,0.2714,1.4402,43.8521,41.5,41.5,0,1900.8,3.824,
RND_0111,Random_50M_150M,24,576,8,8,32,32,1600,5.2800,1324.00,189.39,4.1649,0.2529,0.5660,0.8110,0.3132,2.3575,81.5190,42.6,41.5,0,1900.8,3.816,
RND_0112,Random_50M_150M,18,576,8,2,64,48,1952,16.0100,1463.00,62.46,2.3999,0.2703,0.4771,0.7647,0.2068,1.1449,31.0144,41.9,41.5,0,1900.8,3.810,
RND_0113,Random_50M_150M,22,352,4,2,64,16,1824,22.3200,986.00,44.80,1.6580,0.2840,0.5139,0.7732,0.2300,0.8521,23.8302,42.6,41.9,0,1900.8,3.810,
RND_0114,Random_50M_150M,18,480,4,2,16,48,2624,16.3800,1467.00,61.05,2.3828,0.2661,0.5061,0.7213,0.2400,1.2059,35.7457,42.2,41.5,0,1900.8,3.809,
RND_0115,Random_50M_150M,11,480,16,8,64,64,1856,21.4900,975.00,46.53,1.6730,0.2887,0.4546,0.6874,0.1659,0.7606,17.3467,41.5,41.9,0,1900.8,3.804,
RND_0116,Random_50M_150M,26,512,4,2,32,32,1440,17.4600,1309.00,57.27,2.1681,0.3053,0.4555,0.7211,0.1502,0.9875,20.3475,41.5,41.9,0,1900.8,3.800,
RND_0117,Random_50M_150M,14,544,4,2,48,48,2304,19.9700,1179.00,50.08,1.9301,0.2599,0.4208,0.6121,0.1609,0.8121,19.4096,41.9,42.2,0,1900.8,3.801,
RND_0118,Random_50M_150M,25,576,8,4,16,32,1312,16.8400,1400.00,59.38,2.2907,0.2547,0.4636,0.7207,0.2089,1.0619,29.9055,42.2,41.9,0,1363.2,3.792,
RND_0119,Random_50M_150M,24,288,16,16,48,64,576,19.4800,955.00,51.33,1.7250,0.2830,0.5371,0.7774,0.2541,0.9265,27.3956,42.2,41.5,0,1900.8,3.796,
RND_0120,Random_50M_150M,18,576,1,1,48,32,2720,14.7300,1672.00,67.89,2.6903,0.2637,0.5010,0.7829,0.2374,1.3480,39.9153,42.2,42.2,0,1900.8,3.786,
RND_0121,Random_50M_150M,26,512,16,4,64,16,1856,4.8400,1668.00,206.61,4.7672,0.2846,0.6100,0.8215,0.3254,2.9079,96.9561,41.9,42.2,0,1900.8,3.780,
RND_0122,Random_50M_150M,11,608,4,1,32,48,1632,27.8300,733.00,35.93,1.2720,0.2904,0.3965,0.5004,0.1062,0.5044,8.4392,42.2,41.9,0,1900.8,3.785,
RND_0123,Random_50M_150M,11,608,1,1,48,48,2304,16.7600,1412.00,59.67,2.3070,0.2905,0.4495,0.7580,0.1590,1.0370,22.9272,41.9,42.6,0,1900.8,3.777,
RND_0124,Random_50M_150M,16,448,16,8,16,64,1888,19.4000,1182.00,51.55,1.9552,0.2707,0.4507,0.6956,0.1801,0.8812,22.0029,42.6,42.6,0,1900.8,3.776,
RND_0125,Random_50M_150M,16,608,12,12,32,64,2432,12.9200,1942.00,77.40,3.1030,0.2587,0.5430,0.9643,0.2843,1.6849,55.1382,42.6,42.9,0,1900.8,3.768,
RND_0126,Random_50M_150M,15,448,6,6,16,32,1312,26.6000,645.00,37.59,1.2089,0.2766,0.4161,0.5264,0.1395,0.5030,10.5369,43.2,42.2,0,1900.8,3.765,
RND_0127,Random_50M_150M,20,640,16,1,16,32,1248,17.8100,1350.00,56.15,2.1922,0.3012,0.4463,0.8231,0.1451,0.9784,19.8813,41.9,42.6,0,1900.8,3.761,
RND_0128,Random_50M_150M,9,544,4,1,64,32,2368,27.4700,765.00,36.40,1.3111,0.2735,0.5584,0.9072,0.2848,0.7320,23.3400,41.9,41.9,0,1900.8,3.758,
