variant,seed,target,mae,mape,r2,spearman
start_temperature_only,42,tpot_ms,5.594649791717529,10.038518160581589,0.9357509613037109,0.9356047574060595
start_temperature_only,42,ttft_ms,86.49618530273438,8.544866740703583,0.9119796752929688,0.9533328968949423
start_temperature_only,42,dynamic_energy_per_token_mj,3.892500162124634,19.283276796340942,0.8690823912620544,0.9130009192587414
start_temperature_only,123,tpot_ms,5.668054580688477,10.201409459114075,0.933850109577179,0.934868806616332
start_temperature_only,123,ttft_ms,86.65762329101562,8.581487834453583,0.9131291508674622,0.9506536663496812
start_temperature_only,123,dynamic_energy_per_token_mj,3.9434754848480225,19.714197516441345,0.8615752458572388,0.9091541194169479
start_temperature_only,2026,tpot_ms,5.507476329803467,9.94737222790718,0.9372137188911438,0.9350638561507872
start_temperature_only,2026,ttft_ms,86.89814758300781,8.489040285348892,0.9115355014801025,0.9521698200690925
start_temperature_only,2026,dynamic_energy_per_token_mj,3.8724653720855713,19.29275393486023,0.8629180192947388,0.9116662783746639
