target,transformer_minus_xgboost_mape_pp,ci95_lower,ci95_upper
tpot_ms,0.5835409545079042,-0.9990474396051148,2.1786966451503065
ttft_ms,-0.22674548647610349,-1.3174751412191004,0.8950649396174757
dynamic_energy_per_token_mj,1.2403847546299724,-0.5886067904769934,3.0810509172812433
