family,target,mape_improvement_pp,ci95_lower,ci95_upper
group_experts,tpot_ms,-0.5363709680453519,-1.5895622866993264,0.4704607006890181
group_experts,ttft_ms,-0.01135423208025965,-1.3679451563803249,1.2873730036102635
group_experts,dynamic_energy_per_token_mj,-1.7733952258221073,-3.1044797411337606,-0.4441569547567548
physics_ridge,tpot_ms,0.20605459529574455,-0.9191955190197875,1.2925063546307656
physics_ridge,ttft_ms,0.6603399983730299,-0.2853079471077862,1.655416300017223
physics_ridge,dynamic_energy_per_token_mj,0.6972606698194583,-1.0466104805757026,2.4585704037314073
physics_residual,tpot_ms,0.15598130981172947,-0.8630326771392329,1.1620945894161139
physics_residual,ttft_ms,0.5920455039708081,-0.2705394212369755,1.4848644283687313
physics_residual,dynamic_energy_per_token_mj,0.9870908431178863,-0.6797883046565927,2.7015975974033255
