model,split_seed,training_seed,n_train,partition,target,mape,mae,log_rmse,r2,spearman
transformer,20260909,123,480,test,tpot_ms,23.81802648305893,13.681896209716797,0.2562302350997925,0.7350938320159912,0.8278606587828402
transformer,20260909,123,480,test,ttft_ms,19.707103073596954,193.7635498046875,0.2166908234357834,0.7389358282089233,0.8684192585083321
transformer,20260909,123,480,test,dynamic_energy_per_token_mj,30.013710260391235,7.035409450531006,0.3568495810031891,0.6836514472961426,0.8575672693319751
xgboost,20260909,123,480,train,tpot_ms,20.241349935531616,11.005637168884277,0.2197398692369461,0.845391035079956,0.8754535074325149
xgboost,20260909,123,480,train,ttft_ms,16.925525665283203,159.7144012451172,0.18296442925930023,0.823882520198822,0.9160793462439563
xgboost,20260909,123,480,train,dynamic_energy_per_token_mj,28.950050473213196,5.330018043518066,0.34025654196739197,0.8155137300491333,0.8967173738122439
xgboost,20260909,123,480,test,tpot_ms,23.51524531841278,13.125265121459961,0.25178563594818115,0.7663419246673584,0.8159274199040063
xgboost,20260909,123,480,test,ttft_ms,19.916275143623352,202.57655334472656,0.21935151517391205,0.7259997129440308,0.8628666502768494
xgboost,20260909,123,480,test,dynamic_energy_per_token_mj,28.513523936271667,6.490969181060791,0.33906444907188416,0.7401958703994751,0.8561369099541816
transformer,20260909,123,598,train,tpot_ms,20.675595104694366,11.780296325683594,0.2314218133687973,0.832939088344574,0.869280771320437
transformer,20260909,123,598,train,ttft_ms,17.841830849647522,168.5675506591797,0.19301216304302216,0.8090617656707764,0.9061327786260175
transformer,20260909,123,598,train,dynamic_energy_per_token_mj,29.139703512191772,5.60640287399292,0.3491741418838501,0.8327070474624634,0.8890576983759353
transformer,20260909,123,598,test,tpot_ms,24.075911939144135,13.903093338012695,0.26001983880996704,0.7268882989883423,0.8261016009443258
transformer,20260909,123,598,test,ttft_ms,19.301241636276245,194.25863647460938,0.21306447684764862,0.7517080903053284,0.877550495203202
transformer,20260909,123,598,test,dynamic_energy_per_token_mj,29.455435276031494,6.981207847595215,0.3592692017555237,0.6776382923126221,0.8564872757613684
xgboost,20260909,123,598,train,tpot_ms,21.082203090190887,11.762578010559082,0.22724458575248718,0.8404206037521362,0.8731303892055395
xgboost,20260909,123,598,train,ttft_ms,16.87106192111969,159.5146942138672,0.1826174557209015,0.8311150074005127,0.9163277980994493
xgboost,20260909,123,598,train,dynamic_energy_per_token_mj,28.62868905067444,5.4470744132995605,0.3364141285419464,0.8304593563079834,0.8973713871361176
xgboost,20260909,123,598,test,tpot_ms,23.238323628902435,12.907649040222168,0.24997498095035553,0.7825804948806763,0.8163003618379419
xgboost,20260909,123,598,test,ttft_ms,19.76003497838974,200.69647216796875,0.21639811992645264,0.740522027015686,0.8661825028424706
xgboost,20260909,123,598,test,dynamic_energy_per_token_mj,28.22345495223999,6.320224285125732,0.33485087752342224,0.7651341557502747,0.8599223054792515
transformer,20260910,42,120,train,tpot_ms,18.90825480222702,10.798439979553223,0.2258642166852951,0.8261639475822449,0.8649415408814591
transformer,20260910,42,120,train,ttft_ms,17.45098978281021,161.97789001464844,0.21358878910541534,0.7712166905403137,0.8806686681018476
transformer,20260910,42,120,train,dynamic_energy_per_token_mj,28.612545132637024,5.516119480133057,0.3652845621109009,0.8242034912109375,0.8635113549552051
transformer,20260910,42,120,test,tpot_ms,23.76018315553665,14.529935836791992,0.2794041335582733,0.6936824917793274,0.8282527827398742
transformer,20260910,42,120,test,ttft_ms,21.284687519073486,194.7383575439453,0.2417920082807541,0.7258302569389343,0.8424258322967341
transformer,20260910,42,120,test,dynamic_energy_per_token_mj,28.96559238433838,6.761316776275635,0.37223565578460693,0.7435364723205566,0.8730881133884887
xgboost,20260910,42,120,train,tpot_ms,16.635064780712128,8.916653633117676,0.18908308446407318,0.8738005757331848,0.8995517034282424
xgboost,20260910,42,120,train,ttft_ms,12.411654740571976,117.90774536132812,0.14090976119041443,0.8892379999160767,0.9405279269697185
xgboost,20260910,42,120,train,dynamic_energy_per_token_mj,21.57530188560486,4.116875648498535,0.26859113574028015,0.8896863460540771,0.9318424890617403
xgboost,20260910,42,120,test,tpot_ms,23.621970415115356,14.300786018371582,0.26814326643943787,0.6704023480415344,0.8364226767220082
xgboost,20260910,42,120,test,ttft_ms,20.678846538066864,196.17648315429688,0.23455166816711426,0.7191978693008423,0.8641920236337918
xgboost,20260910,42,120,test,dynamic_energy_per_token_mj,27.368995547294617,6.287479400634766,0.3354882001876831,0.7544145584106445,0.8789594496728413
transformer,20260910,42,240,train,tpot_ms,19.944468140602112,11.168256759643555,0.22500354051589966,0.850152313709259,0.8587807870288501
transformer,20260910,42,240,train,ttft_ms,16.59165322780609,153.34498596191406,0.18476039171218872,0.820561408996582,0.9032493984879492
transformer,20260910,42,240,train,dynamic_energy_per_token_mj,27.044978737831116,5.562153339385986,0.3249968886375427,0.814023494720459,0.885153388079654
transformer,20260910,42,240,test,tpot_ms,24.847103655338287,14.228435516357422,0.2719677984714508,0.7560720443725586,0.8234334272981482
transformer,20260910,42,240,test,ttft_ms,21.175384521484375,195.9213409423828,0.22612398862838745,0.7319031357765198,0.8739987294884403
transformer,20260910,42,240,test,dynamic_energy_per_token_mj,28.616613149642944,6.352283000946045,0.3353239893913269,0.7796789407730103,0.8834401587843389
xgboost,20260910,42,240,train,tpot_ms,18.299415707588196,10.160073280334473,0.19895276427268982,0.8871212005615234,0.8849739990385714
xgboost,20260910,42,240,train,ttft_ms,13.67969810962677,131.69496154785156,0.1526167243719101,0.864514946937561,0.9340308891416013
xgboost,20260910,42,240,train,dynamic_energy_per_token_mj,23.59001487493515,4.934746265411377,0.2801189422607422,0.8737449049949646,0.9127207069567177
xgboost,20260910,42,240,test,tpot_ms,23.917120695114136,13.215472221374512,0.2517188787460327,0.8103312253952026,0.8276495731773722
xgboost,20260910,42,240,test,ttft_ms,19.972968101501465,185.05596923828125,0.21704703569412231,0.7699721455574036,0.875648531661225
xgboost,20260910,42,240,test,dynamic_energy_per_token_mj,25.775831937789917,5.42308235168457,0.30746394395828247,0.8447902202606201,0.8936585594908497
transformer,20260910,42,360,train,tpot_ms,21.278400719165802,12.120203018188477,0.23885269463062286,0.810676634311676,0.8575879307441405
transformer,20260910,42,360,train,ttft_ms,17.886878550052643,164.45314025878906,0.1987573355436325,0.8079790472984314,0.9010558306651838
transformer,20260910,42,360,train,dynamic_energy_per_token_mj,27.796494960784912,5.942476272583008,0.3437097370624542,0.786942720413208,0.8838910794064767
transformer,20260910,42,360,test,tpot_ms,23.7729012966156,13.604811668395996,0.25689777731895447,0.7792953252792358,0.8334875220120657
transformer,20260910,42,360,test,ttft_ms,21.485048532485962,197.33767700195312,0.22662506997585297,0.7318497896194458,0.8694150426635603
transformer,20260910,42,360,test,dynamic_energy_per_token_mj,27.527472376823425,6.066912651062012,0.3194008469581604,0.8083359003067017,0.8869929795872092
xgboost,20260910,42,360,train,tpot_ms,19.681498408317566,10.883407592773438,0.21177232265472412,0.8567440509796143,0.8819414446237908
xgboost,20260910,42,360,train,ttft_ms,15.18373191356659,144.3102264404297,0.16630993783473969,0.8624686002731323,0.9296235279351841
xgboost,20260910,42,360,train,dynamic_energy_per_token_mj,26.103675365447998,5.496516704559326,0.3075563907623291,0.8266626596450806,0.9045352716198941
xgboost,20260910,42,360,test,tpot_ms,23.96596521139145,13.106782913208008,0.2501920759677887,0.8164714574813843,0.8308687978634792
xgboost,20260910,42,360,test,ttft_ms,20.168304443359375,184.27879333496094,0.21598604321479797,0.778490424156189,0.8744520413060308
xgboost,20260910,42,360,test,dynamic_energy_per_token_mj,27.127331495285034,5.567436695098877,0.3120003640651703,0.8428912162780762,0.8894722298977618
transformer,20260910,42,480,train,tpot_ms,21.472831070423126,12.428200721740723,0.24475328624248505,0.8149853348731995,0.8512424148447278
transformer,20260910,42,480,train,ttft_ms,18.468455970287323,173.9420928955078,0.2140681892633438,0.7792196869850159,0.8884471057920602
transformer,20260910,42,480,train,dynamic_energy_per_token_mj,31.2286376953125,5.931426048278809,0.38144561648368835,0.787529468536377,0.8654882399663193
transformer,20260910,42,480,test,tpot_ms,22.98012226819992,13.306334495544434,0.25109702348709106,0.7992584705352783,0.837296411135768
transformer,20260910,42,480,test,ttft_ms,20.351657271385193,190.43246459960938,0.2253318578004837,0.7388646602630615,0.869375310153652
transformer,20260910,42,480,test,dynamic_energy_per_token_mj,26.289719343185425,5.795581340789795,0.3201848566532135,0.8290147185325623,0.8878305674300666
xgboost,20260910,42,480,train,tpot_ms,20.89107036590576,11.557619094848633,0.22561557590961456,0.8424586057662964,0.8649259004096183
xgboost,20260910,42,480,train,ttft_ms,15.703065693378448,150.84417724609375,0.17149625718593597,0.8477494716644287,0.9232926197078788
xgboost,20260910,42,480,train,dynamic_energy_per_token_mj,28.84845733642578,5.50023078918457,0.3338756859302521,0.8322859406471252,0.8937540961549311
xgboost,20260910,42,480,test,tpot_ms,23.907937109470367,13.082210540771484,0.24719390273094177,0.8135602474212646,0.8366999004035948
xgboost,20260910,42,480,test,ttft_ms,20.171965658664703,184.40252685546875,0.21648971736431122,0.7793324589729309,0.8739382277119889
xgboost,20260910,42,480,test,dynamic_energy_per_token_mj,26.499715447425842,5.306643009185791,0.30775946378707886,0.8555443286895752,0.8923022464949874
transformer,20260910,42,598,train,tpot_ms,21.817266941070557,12.262090682983398,0.24015140533447266,0.8194489479064941,0.8613536159024843
transformer,20260910,42,598,train,ttft_ms,18.09491664171219,172.7057647705078,0.1994340568780899,0.7959856986999512,0.8990952647207207
transformer,20260910,42,598,train,dynamic_energy_per_token_mj,30.59263825416565,5.845284461975098,0.3558970093727112,0.812581479549408,0.8841486341372355
transformer,20260910,42,598,test,tpot_ms,24.41629469394684,13.552848815917969,0.2584075331687927,0.7913307547569275,0.8357974173127841
transformer,20260910,42,598,test,ttft_ms,20.680053532123566,193.3477783203125,0.21945780515670776,0.7416921854019165,0.8825421221303215
transformer,20260910,42,598,test,dynamic_energy_per_token_mj,26.60646140575409,5.811958312988281,0.3102167546749115,0.8259609937667847,0.8952171455300366
xgboost,20260910,42,598,train,tpot_ms,20.81719934940338,11.65482234954834,0.2217751294374466,0.8509964942932129,0.8736228396880986
xgboost,20260910,42,598,train,ttft_ms,16.05324149131775,156.69508361816406,0.1741018295288086,0.8394129276275635,0.9195860007777045
xgboost,20260910,42,598,train,dynamic_energy_per_token_mj,28.178581595420837,5.475183486938477,0.3275623619556427,0.8392823338508606,0.9000400632988336
xgboost,20260910,42,598,test,tpot_ms,23.79339039325714,12.752923011779785,0.24554918706417084,0.8337444067001343,0.8382490849208573
xgboost,20260910,42,598,test,ttft_ms,19.929775595664978,182.14959716796875,0.21370390057563782,0.7864794135093689,0.8792361967036301
xgboost,20260910,42,598,test,dynamic_energy_per_token_mj,25.800347328186035,5.139982223510742,0.29874637722969055,0.8676654100418091,0.9004649121580165
transformer,20260910,123,120,train,tpot_ms,17.999690771102905,10.01297378540039,0.21185876429080963,0.8367576003074646,0.8790463160592298
transformer,20260910,123,120,train,ttft_ms,16.010138392448425,144.1829376220703,0.18801112473011017,0.8238236904144287,0.9167262777238768
transformer,20260910,123,120,train,dynamic_energy_per_token_mj,20.95026969909668,4.436069965362549,0.273148775100708,0.88093101978302,0.9102923814153759
transformer,20260910,123,120,test,tpot_ms,22.03546315431595,13.391971588134766,0.2591615319252014,0.7335669994354248,0.8314909706008503
transformer,20260910,123,120,test,ttft_ms,21.304552257061005,197.80335998535156,0.24034877121448517,0.7124773263931274,0.8608219843842938
transformer,20260910,123,120,test,dynamic_energy_per_token_mj,28.229501843452454,6.384705066680908,0.3400806784629822,0.7537968158721924,0.8815871932267425
xgboost,20260910,123,120,train,tpot_ms,16.370876133441925,8.586676597595215,0.18327778577804565,0.8811547756195068,0.9022008625876481
xgboost,20260910,123,120,train,ttft_ms,10.832803696393967,104.13219451904297,0.12649573385715485,0.9145192503929138,0.9561320656669616
xgboost,20260910,123,120,train,dynamic_energy_per_token_mj,19.339486956596375,4.023993492126465,0.2295677810907364,0.901496171951294,0.9362733523161328
xgboost,20260910,123,120,test,tpot_ms,23.506242036819458,13.929169654846191,0.2634373605251312,0.713415801525116,0.8207112277450598
xgboost,20260910,123,120,test,ttft_ms,19.864240288734436,187.25672912597656,0.227530837059021,0.7509576082229614,0.8524239766082138
xgboost,20260910,123,120,test,dynamic_energy_per_token_mj,29.679304361343384,6.372822284698486,0.3453429639339447,0.7464277744293213,0.8700720778317773
transformer,20260910,123,240,train,tpot_ms,18.254128098487854,10.330873489379883,0.20829619467258453,0.854315996170044,0.900277956941429
transformer,20260910,123,240,train,ttft_ms,15.703640878200531,147.8408966064453,0.18105049431324005,0.8547949194908142,0.9262821173662684
transformer,20260910,123,240,train,dynamic_energy_per_token_mj,24.474941194057465,5.07604455947876,0.2903839647769928,0.8703693747520447,0.9133031823469154
transformer,20260910,123,240,test,tpot_ms,23.74943643808365,13.333395004272461,0.260434091091156,0.7793205380439758,0.832240467512342
transformer,20260910,123,240,test,ttft_ms,20.276889204978943,184.58143615722656,0.2236083596944809,0.7389295101165771,0.87344518338449
transformer,20260910,123,240,test,dynamic_energy_per_token_mj,29.544037580490112,6.37424898147583,0.3359799087047577,0.7729316353797913,0.88155287904975
xgboost,20260910,123,240,train,tpot_ms,20.484885573387146,11.29967975616455,0.22414791584014893,0.8262127637863159,0.891826680498692
xgboost,20260910,123,240,train,ttft_ms,13.11693787574768,129.73109436035156,0.150456964969635,0.8988988399505615,0.9434921075896823
xgboost,20260910,123,240,train,dynamic_energy_per_token_mj,25.339874625205994,5.337363243103027,0.2997274696826935,0.8632022738456726,0.9092857514887409
xgboost,20260910,123,240,test,tpot_ms,24.25388991832733,13.817933082580566,0.25950169563293457,0.7363421320915222,0.8338102012971725
xgboost,20260910,123,240,test,ttft_ms,19.67850923538208,185.85150146484375,0.22193677723407745,0.7528371810913086,0.873585150180758
xgboost,20260910,123,240,test,dynamic_energy_per_token_mj,27.83856987953186,5.846442222595215,0.32479122281074524,0.8090641498565674,0.8837669415117927
transformer,20260910,123,360,train,tpot_ms,20.514559745788574,11.66433334350586,0.23029524087905884,0.8253410458564758,0.8700805370438357
transformer,20260910,123,360,train,ttft_ms,18.690338730812073,169.614990234375,0.20392529666423798,0.800392746925354,0.8988696825026915
transformer,20260910,123,360,train,dynamic_energy_per_token_mj,31.706851720809937,5.9369282722473145,0.3724782168865204,0.8085949420928955,0.8790132125505083
transformer,20260910,123,360,test,tpot_ms,23.273076117038727,13.546257019042969,0.25599539279937744,0.764549195766449,0.8356023675141308
