variant,seed,target,feature,normalized_gain
memory,123,tpot_ms,q8_weight_bytes,0.037793006747961044
memory,123,tpot_ms,q8_scale_bytes,0.01751895807683468
memory,123,tpot_ms,embedding_fp32_bytes,0.006079659331589937
memory,123,tpot_ms,kv_read_unique_bytes,0.006504482124000788
memory,123,tpot_ms,kv_read_per_head_bytes,0.00924267340451479
memory,123,tpot_ms,kv_write_bytes,0.0
memory,123,tpot_ms,kv_allocated_bytes,0.0
memory,123,tpot_ms,decode_logical_bytes,0.09885662794113159
memory,123,tpot_ms,decode_mac_per_logical_byte,0.02399536408483982
memory,123,tpot_ms,prefill_mac_per_weight_byte,0.027003703638911247
memory,123,tpot_ms,layer_weight_bytes,0.008063024841248989
memory,123,tpot_ms,prefill_mlp_buffer_bytes,0.007497107610106468
memory,123,ttft_ms,n_layer,0.015259369276463985
memory,123,ttft_ms,d_model,0.0428166389465332
memory,123,ttft_ms,n_h,0.008561046794056892
memory,123,ttft_ms,n_kv,0.011560304090380669
memory,123,ttft_ms,d_qk,0.00807647593319416
memory,123,ttft_ms,d_v,0.00705417525023222
memory,123,ttft_ms,d_mlp,0.008617842569947243
memory,123,ttft_ms,total_params_M,0.014609596692025661
memory,123,ttft_ms,q8_group_size,0.013949825428426266
memory,123,ttft_ms,layer_size_kb,0.010752284899353981
memory,123,ttft_ms,mlp_ratio,0.009316728450357914
memory,123,ttft_ms,kv_ratio,0.008551029488444328
memory,123,ttft_ms,kv_bytes_per_token,0.009255479089915752
memory,123,ttft_ms,attention_width,0.007882879115641117
memory,123,ttft_ms,q8_weight_bytes,0.2231658697128296
memory,123,ttft_ms,q8_scale_bytes,0.06849782913923264
memory,123,ttft_ms,embedding_fp32_bytes,0.007502364926040173
memory,123,ttft_ms,kv_read_unique_bytes,0.007955995388329029
memory,123,ttft_ms,kv_read_per_head_bytes,0.009229881688952446
memory,123,ttft_ms,kv_write_bytes,0.0
memory,123,ttft_ms,kv_allocated_bytes,0.0
memory,123,ttft_ms,decode_logical_bytes,0.44454312324523926
memory,123,ttft_ms,decode_mac_per_logical_byte,0.016972366720438004
memory,123,ttft_ms,prefill_mac_per_weight_byte,0.02576296590268612
memory,123,ttft_ms,layer_weight_bytes,0.01250305213034153
memory,123,ttft_ms,prefill_mlp_buffer_bytes,0.007602761499583721
memory,123,dynamic_energy_per_token_mj,n_layer,0.014538254588842392
memory,123,dynamic_energy_per_token_mj,d_model,0.012718059122562408
memory,123,dynamic_energy_per_token_mj,n_h,0.009628468193113804
memory,123,dynamic_energy_per_token_mj,n_kv,0.012896095402538776
memory,123,dynamic_energy_per_token_mj,d_qk,0.009805005975067616
memory,123,dynamic_energy_per_token_mj,d_v,0.007581229787319899
memory,123,dynamic_energy_per_token_mj,d_mlp,0.014096844010055065
memory,123,dynamic_energy_per_token_mj,total_params_M,0.049534931778907776
memory,123,dynamic_energy_per_token_mj,q8_group_size,0.3294735550880432
memory,123,dynamic_energy_per_token_mj,layer_size_kb,0.01315509807318449
memory,123,dynamic_energy_per_token_mj,mlp_ratio,0.011968669481575489
memory,123,dynamic_energy_per_token_mj,kv_ratio,0.010621411725878716
memory,123,dynamic_energy_per_token_mj,kv_bytes_per_token,0.014237266033887863
memory,123,dynamic_energy_per_token_mj,attention_width,0.011843363754451275
memory,123,dynamic_energy_per_token_mj,q8_weight_bytes,0.06642413884401321
memory,123,dynamic_energy_per_token_mj,q8_scale_bytes,0.04886896535754204
memory,123,dynamic_energy_per_token_mj,embedding_fp32_bytes,0.004774447996169329
memory,123,dynamic_energy_per_token_mj,kv_read_unique_bytes,0.01165313832461834
memory,123,dynamic_energy_per_token_mj,kv_read_per_head_bytes,0.01141592301428318
memory,123,dynamic_energy_per_token_mj,kv_write_bytes,0.0
memory,123,dynamic_energy_per_token_mj,kv_allocated_bytes,0.0
memory,123,dynamic_energy_per_token_mj,decode_logical_bytes,0.06287605315446854
memory,123,dynamic_energy_per_token_mj,decode_mac_per_logical_byte,0.02993590198457241
memory,123,dynamic_energy_per_token_mj,prefill_mac_per_weight_byte,0.21291665732860565
memory,123,dynamic_energy_per_token_mj,layer_weight_bytes,0.010420476086437702
memory,123,dynamic_energy_per_token_mj,prefill_mlp_buffer_bytes,0.01861603744328022
memory,2026,tpot_ms,n_layer,0.008549435064196587
memory,2026,tpot_ms,d_model,0.006939791142940521
memory,2026,tpot_ms,n_h,0.006187645252794027
memory,2026,tpot_ms,n_kv,0.008108986541628838
memory,2026,tpot_ms,d_qk,0.005798423197120428
memory,2026,tpot_ms,d_v,0.005368417594581842
memory,2026,tpot_ms,d_mlp,0.009057928808033466
memory,2026,tpot_ms,total_params_M,0.035678889602422714
memory,2026,tpot_ms,q8_group_size,0.5637348890304565
memory,2026,tpot_ms,layer_size_kb,0.007912508212029934
memory,2026,tpot_ms,mlp_ratio,0.0077291131019592285
memory,2026,tpot_ms,kv_ratio,0.005718589294701815
memory,2026,tpot_ms,kv_bytes_per_token,0.007539840880781412
memory,2026,tpot_ms,attention_width,0.004140255972743034
memory,2026,tpot_ms,q8_weight_bytes,0.058898940682411194
memory,2026,tpot_ms,q8_scale_bytes,0.017487430945038795
memory,2026,tpot_ms,embedding_fp32_bytes,0.005021756049245596
memory,2026,tpot_ms,kv_read_unique_bytes,0.007218000944703817
memory,2026,tpot_ms,kv_read_per_head_bytes,0.00805259495973587
memory,2026,tpot_ms,kv_write_bytes,0.008385749533772469
memory,2026,tpot_ms,kv_allocated_bytes,0.0
memory,2026,tpot_ms,decode_logical_bytes,0.0928533747792244
memory,2026,tpot_ms,decode_mac_per_logical_byte,0.06891434639692307
memory,2026,tpot_ms,prefill_mac_per_weight_byte,0.034471295773983
memory,2026,tpot_ms,layer_weight_bytes,0.007263113744556904
memory,2026,tpot_ms,prefill_mlp_buffer_bytes,0.008968732319772243
memory,2026,ttft_ms,n_layer,0.011289133690297604
memory,2026,ttft_ms,d_model,0.04279248043894768
memory,2026,ttft_ms,n_h,0.009809553623199463
memory,2026,ttft_ms,n_kv,0.011207522824406624
memory,2026,ttft_ms,d_qk,0.007607186678797007
memory,2026,ttft_ms,d_v,0.00828662421554327
memory,2026,ttft_ms,d_mlp,0.010590311139822006
memory,2026,ttft_ms,total_params_M,0.011725569143891335
memory,2026,ttft_ms,q8_group_size,0.029218340292572975
memory,2026,ttft_ms,layer_size_kb,0.009710756130516529
memory,2026,ttft_ms,mlp_ratio,0.00927057210355997
memory,2026,ttft_ms,kv_ratio,0.008733668364584446
memory,2026,ttft_ms,kv_bytes_per_token,0.008661382831633091
memory,2026,ttft_ms,attention_width,0.007396464701741934
memory,2026,ttft_ms,q8_weight_bytes,0.17463909089565277
memory,2026,ttft_ms,q8_scale_bytes,0.07865220308303833
memory,2026,ttft_ms,embedding_fp32_bytes,0.033050648868083954
memory,2026,ttft_ms,kv_read_unique_bytes,0.007013320457190275
memory,2026,ttft_ms,kv_read_per_head_bytes,0.009208712726831436
memory,2026,ttft_ms,kv_write_bytes,0.011121860705316067
memory,2026,ttft_ms,kv_allocated_bytes,0.0
memory,2026,ttft_ms,decode_logical_bytes,0.4391971230506897
memory,2026,ttft_ms,decode_mac_per_logical_byte,0.01604520156979561
memory,2026,ttft_ms,prefill_mac_per_weight_byte,0.025277815759181976
memory,2026,ttft_ms,layer_weight_bytes,0.01024128869175911
memory,2026,ttft_ms,prefill_mlp_buffer_bytes,0.00925308745354414
memory,2026,dynamic_energy_per_token_mj,n_layer,0.015236964449286461
memory,2026,dynamic_energy_per_token_mj,d_model,0.011690997518599033
memory,2026,dynamic_energy_per_token_mj,n_h,0.007165373302996159
memory,2026,dynamic_energy_per_token_mj,n_kv,0.01200933288782835
memory,2026,dynamic_energy_per_token_mj,d_qk,0.009771959856152534
memory,2026,dynamic_energy_per_token_mj,d_v,0.010363142937421799
memory,2026,dynamic_energy_per_token_mj,d_mlp,0.013414491899311543
memory,2026,dynamic_energy_per_token_mj,total_params_M,0.05716696009039879
memory,2026,dynamic_energy_per_token_mj,q8_group_size,0.28456607460975647
memory,2026,dynamic_energy_per_token_mj,layer_size_kb,0.012638709507882595
memory,2026,dynamic_energy_per_token_mj,mlp_ratio,0.011896134354174137
memory,2026,dynamic_energy_per_token_mj,kv_ratio,0.011298089288175106
memory,2026,dynamic_energy_per_token_mj,kv_bytes_per_token,0.012087048962712288
memory,2026,dynamic_energy_per_token_mj,attention_width,0.010958791710436344
memory,2026,dynamic_energy_per_token_mj,q8_weight_bytes,0.0659954622387886
memory,2026,dynamic_energy_per_token_mj,q8_scale_bytes,0.060781460255384445
memory,2026,dynamic_energy_per_token_mj,embedding_fp32_bytes,0.010857703164219856
memory,2026,dynamic_energy_per_token_mj,kv_read_unique_bytes,0.011551384814083576
memory,2026,dynamic_energy_per_token_mj,kv_read_per_head_bytes,0.01153887901455164
memory,2026,dynamic_energy_per_token_mj,kv_write_bytes,0.006343157030642033
memory,2026,dynamic_energy_per_token_mj,kv_allocated_bytes,0.0
memory,2026,dynamic_energy_per_token_mj,decode_logical_bytes,0.07244373112916946
memory,2026,dynamic_energy_per_token_mj,decode_mac_per_logical_byte,0.03596844524145126
memory,2026,dynamic_energy_per_token_mj,prefill_mac_per_weight_byte,0.21764178574085236
memory,2026,dynamic_energy_per_token_mj,layer_weight_bytes,0.012740664184093475
memory,2026,dynamic_energy_per_token_mj,prefill_mlp_buffer_bytes,0.013873287476599216
kernel,42,tpot_ms,n_layer,0.025454940274357796
kernel,42,tpot_ms,d_model,0.007651757914572954
kernel,42,tpot_ms,n_h,0.013150050304830074
kernel,42,tpot_ms,n_kv,0.006339547224342823
kernel,42,tpot_ms,d_qk,0.005891024135053158
kernel,42,tpot_ms,d_v,0.006865760311484337
kernel,42,tpot_ms,d_mlp,0.008636555634438992
kernel,42,tpot_ms,total_params_M,0.06828881800174713
kernel,42,tpot_ms,q8_group_size,0.22156190872192383
kernel,42,tpot_ms,layer_size_kb,0.005120286252349615
kernel,42,tpot_ms,mlp_ratio,0.007455002050846815
kernel,42,tpot_ms,kv_ratio,0.007022565696388483
kernel,42,tpot_ms,kv_bytes_per_token,0.008832377381622791
kernel,42,tpot_ms,attention_width,0.01167040504515171
kernel,42,tpot_ms,decode_general_path_mac,0.3345624804496765
kernel,42,tpot_ms,decode_neon16_path_mac,0.16400696337223053
kernel,42,tpot_ms,decode_neon32_path_mac,0.0348188690841198
kernel,42,tpot_ms,quantized_group_count,0.03822106495499611
kernel,42,tpot_ms,omp_region_count,0.01553917583078146
kernel,42,tpot_ms,mac_per_omp_region,0.006691401824355125
kernel,42,tpot_ms,gqa_reuse_factor,0.002219021087512374
kernel,42,ttft_ms,n_layer,0.06043705716729164
kernel,42,ttft_ms,d_model,0.051882240921258926
kernel,42,ttft_ms,n_h,0.019290154799818993
kernel,42,ttft_ms,n_kv,0.012202344834804535
kernel,42,ttft_ms,d_qk,0.003417877946048975
kernel,42,ttft_ms,d_v,0.012633046135306358
kernel,42,ttft_ms,d_mlp,0.035570356994867325
kernel,42,ttft_ms,total_params_M,0.37579071521759033
kernel,42,ttft_ms,q8_group_size,0.006414022296667099
kernel,42,ttft_ms,layer_size_kb,0.021942749619483948
kernel,42,ttft_ms,mlp_ratio,0.017202163115143776
kernel,42,ttft_ms,kv_ratio,0.012217627838253975
kernel,42,ttft_ms,kv_bytes_per_token,0.012516582384705544
kernel,42,ttft_ms,attention_width,0.01835116185247898
kernel,42,ttft_ms,decode_general_path_mac,0.05503954365849495
kernel,42,ttft_ms,decode_neon16_path_mac,0.014128303155303001
kernel,42,ttft_ms,decode_neon32_path_mac,0.012488624081015587
kernel,42,ttft_ms,quantized_group_count,0.19160623848438263
kernel,42,ttft_ms,omp_region_count,0.03881612792611122
kernel,42,ttft_ms,mac_per_omp_region,0.013607125729322433
kernel,42,ttft_ms,gqa_reuse_factor,0.014445868320763111
kernel,42,dynamic_energy_per_token_mj,n_layer,0.04989289119839668
kernel,42,dynamic_energy_per_token_mj,d_model,0.041185516864061356
kernel,42,dynamic_energy_per_token_mj,n_h,0.030032677575945854
kernel,42,dynamic_energy_per_token_mj,n_kv,0.0
kernel,42,dynamic_energy_per_token_mj,d_qk,0.003432951867580414
kernel,42,dynamic_energy_per_token_mj,d_v,0.007205559406429529
kernel,42,dynamic_energy_per_token_mj,d_mlp,0.01038425974547863
kernel,42,dynamic_energy_per_token_mj,total_params_M,0.1559213548898697
kernel,42,dynamic_energy_per_token_mj,q8_group_size,0.11608506739139557
kernel,42,dynamic_energy_per_token_mj,layer_size_kb,0.017427558079361916
kernel,42,dynamic_energy_per_token_mj,mlp_ratio,0.020901717245578766
kernel,42,dynamic_energy_per_token_mj,kv_ratio,0.008409236557781696
kernel,42,dynamic_energy_per_token_mj,kv_bytes_per_token,0.020607396960258484
kernel,42,dynamic_energy_per_token_mj,attention_width,0.01892739348113537
kernel,42,dynamic_energy_per_token_mj,decode_general_path_mac,0.31768888235092163
kernel,42,dynamic_energy_per_token_mj,decode_neon16_path_mac,0.0
kernel,42,dynamic_energy_per_token_mj,decode_neon32_path_mac,0.04270060732960701
kernel,42,dynamic_energy_per_token_mj,quantized_group_count,0.06698066741228104
kernel,42,dynamic_energy_per_token_mj,omp_region_count,0.04354538396000862
kernel,42,dynamic_energy_per_token_mj,mac_per_omp_region,0.028670962899923325
kernel,42,dynamic_energy_per_token_mj,gqa_reuse_factor,0.0
kernel,123,tpot_ms,n_layer,0.026462409645318985
kernel,123,tpot_ms,d_model,0.005960560403764248
kernel,123,tpot_ms,n_h,0.017207380384206772
kernel,123,tpot_ms,n_kv,0.006113649345934391
kernel,123,tpot_ms,d_qk,0.008153874427080154
kernel,123,tpot_ms,d_v,0.00765630416572094
kernel,123,tpot_ms,d_mlp,0.006411892361938953
kernel,123,tpot_ms,total_params_M,0.07999195903539658
kernel,123,tpot_ms,q8_group_size,0.3329390585422516
kernel,123,tpot_ms,layer_size_kb,0.00804625079035759
kernel,123,tpot_ms,mlp_ratio,0.008845583535730839
kernel,123,tpot_ms,kv_ratio,0.006252638529986143
kernel,123,tpot_ms,kv_bytes_per_token,0.012058209627866745
kernel,123,tpot_ms,attention_width,0.014789752662181854
kernel,123,tpot_ms,decode_general_path_mac,0.3590320646762848
kernel,123,tpot_ms,decode_neon16_path_mac,0.0
kernel,123,tpot_ms,decode_neon32_path_mac,0.013321684673428535
kernel,123,tpot_ms,quantized_group_count,0.053692106157541275
kernel,123,tpot_ms,omp_region_count,0.024044344201683998
kernel,123,tpot_ms,mac_per_omp_region,0.00902034342288971
kernel,123,tpot_ms,gqa_reuse_factor,0.0
kernel,123,ttft_ms,n_layer,0.04954772815108299
kernel,123,ttft_ms,d_model,0.046649325639009476
kernel,123,ttft_ms,n_h,0.0217125341296196
kernel,123,ttft_ms,n_kv,0.012547163292765617
kernel,123,ttft_ms,d_qk,0.0027723757084459066
kernel,123,ttft_ms,d_v,0.013767343014478683
kernel,123,ttft_ms,d_mlp,0.011038748547434807
kernel,123,ttft_ms,total_params_M,0.36244773864746094
kernel,123,ttft_ms,q8_group_size,0.019812770187854767
kernel,123,ttft_ms,layer_size_kb,0.023833228275179863
kernel,123,ttft_ms,mlp_ratio,0.016966724768280983
kernel,123,ttft_ms,kv_ratio,0.011054879985749722
kernel,123,ttft_ms,kv_bytes_per_token,0.013838532380759716
kernel,123,ttft_ms,attention_width,0.018624598160386086
kernel,123,ttft_ms,decode_general_path_mac,0.0768803283572197
kernel,123,ttft_ms,decode_neon16_path_mac,0.012583932839334011
kernel,123,ttft_ms,decode_neon32_path_mac,0.00808374397456646
kernel,123,ttft_ms,quantized_group_count,0.2066383957862854
kernel,123,ttft_ms,omp_region_count,0.051473576575517654
kernel,123,ttft_ms,mac_per_omp_region,0.01715742237865925
kernel,123,ttft_ms,gqa_reuse_factor,0.002569021889939904
kernel,123,dynamic_energy_per_token_mj,n_layer,0.05103110149502754
kernel,123,dynamic_energy_per_token_mj,d_model,0.03562101721763611
kernel,123,dynamic_energy_per_token_mj,n_h,0.03188636898994446
kernel,123,dynamic_energy_per_token_mj,n_kv,0.004735799506306648
kernel,123,dynamic_energy_per_token_mj,d_qk,0.005374337546527386
kernel,123,dynamic_energy_per_token_mj,d_v,0.007667678873986006
kernel,123,dynamic_energy_per_token_mj,d_mlp,0.014664124697446823
kernel,123,dynamic_energy_per_token_mj,total_params_M,0.156674325466156
kernel,123,dynamic_energy_per_token_mj,q8_group_size,0.09289660304784775
kernel,123,dynamic_energy_per_token_mj,layer_size_kb,0.027812784537672997
kernel,123,dynamic_energy_per_token_mj,mlp_ratio,0.019078493118286133
kernel,123,dynamic_energy_per_token_mj,kv_ratio,0.010534919798374176
kernel,123,dynamic_energy_per_token_mj,kv_bytes_per_token,0.020223746076226234
kernel,123,dynamic_energy_per_token_mj,attention_width,0.017971403896808624
kernel,123,dynamic_energy_per_token_mj,decode_general_path_mac,0.31014081835746765
kernel,123,dynamic_energy_per_token_mj,decode_neon16_path_mac,0.0
kernel,123,dynamic_energy_per_token_mj,decode_neon32_path_mac,0.04039950668811798
kernel,123,dynamic_energy_per_token_mj,quantized_group_count,0.06314834952354431
kernel,123,dynamic_energy_per_token_mj,omp_region_count,0.04690556600689888
kernel,123,dynamic_energy_per_token_mj,mac_per_omp_region,0.029137883335351944
kernel,123,dynamic_energy_per_token_mj,gqa_reuse_factor,0.014095278456807137
kernel,2026,tpot_ms,n_layer,0.02372271940112114
kernel,2026,tpot_ms,d_model,0.004745848942548037
kernel,2026,tpot_ms,n_h,0.012017623521387577
kernel,2026,tpot_ms,n_kv,0.005078930873423815
kernel,2026,tpot_ms,d_qk,0.0066459388472139835
kernel,2026,tpot_ms,d_v,0.005058858077973127
kernel,2026,tpot_ms,d_mlp,0.009506592527031898
kernel,2026,tpot_ms,total_params_M,0.06952089071273804
kernel,2026,tpot_ms,q8_group_size,0.2773422598838806
kernel,2026,tpot_ms,layer_size_kb,0.007424889598041773
kernel,2026,tpot_ms,mlp_ratio,0.007880422286689281
kernel,2026,tpot_ms,kv_ratio,0.005114885047078133
kernel,2026,tpot_ms,kv_bytes_per_token,0.008689251728355885
kernel,2026,tpot_ms,attention_width,0.013675353489816189
kernel,2026,tpot_ms,decode_general_path_mac,0.26047077775001526
kernel,2026,tpot_ms,decode_neon16_path_mac,0.1527775377035141
kernel,2026,tpot_ms,decode_neon32_path_mac,0.04291130602359772
kernel,2026,tpot_ms,quantized_group_count,0.04076471924781799
kernel,2026,tpot_ms,omp_region_count,0.033261075615882874
kernel,2026,tpot_ms,mac_per_omp_region,0.006726921070367098
kernel,2026,tpot_ms,gqa_reuse_factor,0.006663184612989426
kernel,2026,ttft_ms,n_layer,0.05549809709191322
kernel,2026,ttft_ms,d_model,0.05657130852341652
kernel,2026,ttft_ms,n_h,0.020164716988801956
kernel,2026,ttft_ms,n_kv,0.014496807008981705
kernel,2026,ttft_ms,d_qk,0.007734142243862152
kernel,2026,ttft_ms,d_v,0.011375397443771362
kernel,2026,ttft_ms,d_mlp,0.03346602991223335
kernel,2026,ttft_ms,total_params_M,0.3943226635456085
kernel,2026,ttft_ms,q8_group_size,0.01061578094959259
kernel,2026,ttft_ms,layer_size_kb,0.027270134538412094
kernel,2026,ttft_ms,mlp_ratio,0.01687091588973999
kernel,2026,ttft_ms,kv_ratio,0.008455890230834484
kernel,2026,ttft_ms,kv_bytes_per_token,0.012109385803341866
kernel,2026,ttft_ms,attention_width,0.01908063516020775
kernel,2026,ttft_ms,decode_general_path_mac,0.012102818116545677
kernel,2026,ttft_ms,decode_neon16_path_mac,0.013571299612522125
kernel,2026,ttft_ms,decode_neon32_path_mac,0.007988114841282368
kernel,2026,ttft_ms,quantized_group_count,0.19762003421783447
kernel,2026,ttft_ms,omp_region_count,0.05388198047876358
kernel,2026,ttft_ms,mac_per_omp_region,0.01253826916217804
kernel,2026,ttft_ms,gqa_reuse_factor,0.014265546575188637
kernel,2026,dynamic_energy_per_token_mj,n_layer,0.0433446541428566
kernel,2026,dynamic_energy_per_token_mj,d_model,0.043109189718961716
kernel,2026,dynamic_energy_per_token_mj,n_h,0.029012054204940796
kernel,2026,dynamic_energy_per_token_mj,n_kv,0.006967347580939531
kernel,2026,dynamic_energy_per_token_mj,d_qk,0.007996978238224983
kernel,2026,dynamic_energy_per_token_mj,d_v,0.005057215690612793
kernel,2026,dynamic_energy_per_token_mj,d_mlp,0.011744078248739243
kernel,2026,dynamic_energy_per_token_mj,total_params_M,0.1481262892484665
kernel,2026,dynamic_energy_per_token_mj,q8_group_size,0.17375600337982178
kernel,2026,dynamic_energy_per_token_mj,layer_size_kb,0.021924052387475967
kernel,2026,dynamic_energy_per_token_mj,mlp_ratio,0.01962975040078163
kernel,2026,dynamic_energy_per_token_mj,kv_ratio,0.00870001595467329
kernel,2026,dynamic_energy_per_token_mj,kv_bytes_per_token,0.016849352046847343
kernel,2026,dynamic_energy_per_token_mj,attention_width,0.017713502049446106
kernel,2026,dynamic_energy_per_token_mj,decode_general_path_mac,0.2485194355249405
kernel,2026,dynamic_energy_per_token_mj,decode_neon16_path_mac,0.0019700403790920973
kernel,2026,dynamic_energy_per_token_mj,decode_neon32_path_mac,0.03409542888402939
kernel,2026,dynamic_energy_per_token_mj,quantized_group_count,0.08293534070253372
kernel,2026,dynamic_energy_per_token_mj,omp_region_count,0.06638683378696442
kernel,2026,dynamic_energy_per_token_mj,mac_per_omp_region,0.012162410654127598
kernel,2026,dynamic_energy_per_token_mj,gqa_reuse_factor,0.0
all_physics,42,tpot_ms,n_layer,0.0033035073429346085
all_physics,42,tpot_ms,d_model,0.002890179865062237
all_physics,42,tpot_ms,n_h,0.0027320163790136576
all_physics,42,tpot_ms,n_kv,0.0047076609916985035
all_physics,42,tpot_ms,d_qk,0.0035237004049122334
all_physics,42,tpot_ms,d_v,0.0030537541024386883
all_physics,42,tpot_ms,d_mlp,0.004187432583421469
all_physics,42,tpot_ms,total_params_M,0.010980947874486446
all_physics,42,tpot_ms,q8_group_size,0.3156775236129761
all_physics,42,tpot_ms,layer_size_kb,0.003406594507396221
all_physics,42,tpot_ms,mlp_ratio,0.0038823692593723536
all_physics,42,tpot_ms,kv_ratio,0.0019684077706187963
all_physics,42,tpot_ms,kv_bytes_per_token,0.0037371686194092035
all_physics,42,tpot_ms,attention_width,0.0022851116955280304
all_physics,42,tpot_ms,decode_dense_mac,0.005514359101653099
all_physics,42,tpot_ms,decode_attention_mac,0.005116298794746399
all_physics,42,tpot_ms,decode_total_mac,0.00741557078436017
all_physics,42,tpot_ms,prefill_dense_mac,0.031187381595373154
all_physics,42,tpot_ms,prefill_attention_mac,0.00595213333144784
all_physics,42,tpot_ms,prefill_total_mac,0.09070447087287903
all_physics,42,tpot_ms,sequence_mac,0.023804642260074615
all_physics,42,tpot_ms,mlp_mac_fraction,0.0035694031976163387
all_physics,42,tpot_ms,classifier_mac_fraction,0.014589773491024971
all_physics,42,tpot_ms,attention_projection_mac,0.005602420307695866
all_physics,42,tpot_ms,decode_output_elements,0.03163371980190277
all_physics,42,tpot_ms,q8_weight_bytes,0.017258886247873306
all_physics,42,tpot_ms,q8_scale_bytes,0.008327765390276909
all_physics,42,tpot_ms,embedding_fp32_bytes,0.0
all_physics,42,tpot_ms,kv_read_unique_bytes,0.0032073885668069124
all_physics,42,tpot_ms,kv_read_per_head_bytes,0.0
all_physics,42,tpot_ms,kv_write_bytes,0.0038307413924485445
all_physics,42,tpot_ms,kv_allocated_bytes,0.0
all_physics,42,tpot_ms,decode_logical_bytes,0.032928548753261566
all_physics,42,tpot_ms,decode_mac_per_logical_byte,0.014236105605959892
all_physics,42,tpot_ms,prefill_mac_per_weight_byte,0.008021943271160126
all_physics,42,tpot_ms,layer_weight_bytes,0.002797128865495324
all_physics,42,tpot_ms,prefill_mlp_buffer_bytes,0.00313353817909956
all_physics,42,tpot_ms,decode_general_path_mac,0.28549084067344666
all_physics,42,tpot_ms,decode_neon16_path_mac,0.006178931798785925
all_physics,42,tpot_ms,decode_neon32_path_mac,0.0041902931407094
all_physics,42,tpot_ms,quantized_group_count,0.010764386504888535
all_physics,42,tpot_ms,omp_region_count,0.0024923065211623907
all_physics,42,tpot_ms,mac_per_omp_region,0.003789906157180667
all_physics,42,tpot_ms,gqa_reuse_factor,0.001924663782119751
all_physics,42,ttft_ms,n_layer,0.005582344718277454
all_physics,42,ttft_ms,d_model,0.012849625200033188
all_physics,42,ttft_ms,n_h,0.006089719012379646
all_physics,42,ttft_ms,n_kv,0.006264769472181797
all_physics,42,ttft_ms,d_qk,0.004468683153390884
all_physics,42,ttft_ms,d_v,0.005652362480759621
all_physics,42,ttft_ms,d_mlp,0.006604100577533245
all_physics,42,ttft_ms,total_params_M,0.005549020599573851
all_physics,42,ttft_ms,q8_group_size,0.013847844675183296
all_physics,42,ttft_ms,layer_size_kb,0.005869028624147177
all_physics,42,ttft_ms,mlp_ratio,0.004998542834073305
all_physics,42,ttft_ms,kv_ratio,0.004930043593049049
all_physics,42,ttft_ms,kv_bytes_per_token,0.0052620042115449905
all_physics,42,ttft_ms,attention_width,0.004211168270558119
all_physics,42,ttft_ms,decode_dense_mac,0.005811777897179127
all_physics,42,ttft_ms,decode_attention_mac,0.0047370754182338715
all_physics,42,ttft_ms,decode_total_mac,0.008114216849207878
all_physics,42,ttft_ms,prefill_dense_mac,0.0474306158721447
all_physics,42,ttft_ms,prefill_attention_mac,0.004687322303652763
all_physics,42,ttft_ms,prefill_total_mac,0.055118128657341
all_physics,42,ttft_ms,sequence_mac,0.02342565543949604
all_physics,42,ttft_ms,mlp_mac_fraction,0.007109588477760553
all_physics,42,ttft_ms,classifier_mac_fraction,0.02674078568816185
all_physics,42,ttft_ms,attention_projection_mac,0.006524905562400818
all_physics,42,ttft_ms,decode_output_elements,0.01941283419728279
all_physics,42,ttft_ms,q8_weight_bytes,0.09964821487665176
all_physics,42,ttft_ms,q8_scale_bytes,0.041185542941093445
all_physics,42,ttft_ms,embedding_fp32_bytes,0.05913883075118065
all_physics,42,ttft_ms,kv_read_unique_bytes,0.006375692784786224
all_physics,42,ttft_ms,kv_read_per_head_bytes,0.002539810026064515
all_physics,42,ttft_ms,kv_write_bytes,0.0
all_physics,42,ttft_ms,kv_allocated_bytes,0.0
all_physics,42,ttft_ms,decode_logical_bytes,0.40702658891677856
all_physics,42,ttft_ms,decode_mac_per_logical_byte,0.011853775940835476
all_physics,42,ttft_ms,prefill_mac_per_weight_byte,0.009447094984352589
all_physics,42,ttft_ms,layer_weight_bytes,0.006112936418503523
all_physics,42,ttft_ms,prefill_mlp_buffer_bytes,0.00618257699534297
all_physics,42,ttft_ms,decode_general_path_mac,0.005403826013207436
all_physics,42,ttft_ms,decode_neon16_path_mac,0.0
all_physics,42,ttft_ms,decode_neon32_path_mac,0.006540872156620026
all_physics,42,ttft_ms,quantized_group_count,0.019973600283265114
all_physics,42,ttft_ms,omp_region_count,0.0029758356977254152
all_physics,42,ttft_ms,mac_per_omp_region,0.00868651270866394
all_physics,42,ttft_ms,gqa_reuse_factor,0.0056162201799452305
all_physics,42,dynamic_energy_per_token_mj,n_layer,0.0056891534477472305
all_physics,42,dynamic_energy_per_token_mj,d_model,0.004080250393599272
all_physics,42,dynamic_energy_per_token_mj,n_h,0.0023984014987945557
all_physics,42,dynamic_energy_per_token_mj,n_kv,0.0060002789832651615
all_physics,42,dynamic_energy_per_token_mj,d_qk,0.0033922039438039064
all_physics,42,dynamic_energy_per_token_mj,d_v,0.004540028981864452
all_physics,42,dynamic_energy_per_token_mj,d_mlp,0.007691791746765375
all_physics,42,dynamic_energy_per_token_mj,total_params_M,0.01731613092124462
all_physics,42,dynamic_energy_per_token_mj,q8_group_size,0.11392537504434586
all_physics,42,dynamic_energy_per_token_mj,layer_size_kb,0.007083355914801359
